country,population_estimation_2020,month_year,vaccines,total_vaccinations,people_vaccinated,people_fully_vaccinated,monthly_vaccinations_raw,monthly_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,monthly_vaccinations_per_million
Luxembourg,627704,2021-10,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",831766,433761,0,40901,40422,131.03,68.33,0,63676
Luxembourg,627704,2021-11,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",914407,446882,0,82634,76452,144.04,70.4,0,120434
Luxembourg,627704,2021-12,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",1076394,464426,0,161987,156433,169.56,73.16,0,246424
Luxembourg,627704,2022-01,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",1231193,476110,0,149693,165343,193.95,75,0,260459
Luxembourg,627704,2022-02,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",1269439,479320,456085,34429,43867,199.97,75.51,71.85,69103
Luxembourg,627704,2022-03,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",1273195,479766,0,3756,3041,200.56,75.58,0,4790
Macao,650846,2021-02,"Pfizer/BioNTech, Sinopharm/Beijing",14426,0,0,3293,11166,2.19,0,0,16959
Macao,650846,2021-03,"Pfizer/BioNTech, Sinopharm/Beijing",51017,0,0,36591,36344,7.75,0,0,55200
Macao,650846,2021-04,"Pfizer/BioNTech, Sinopharm/Beijing",104136,68211,36062,53119,51710,15.82,10.36,5.48,78542
Macao,650846,2021-05,"Pfizer/BioNTech, Sinopharm/Beijing",173404,108989,65119,62720,65501,26.34,16.55,9.89,99487
Macao,650846,2021-06,"Pfizer/BioNTech, Sinopharm/Beijing",340645,235018,107030,167241,162277,51.74,35.7,16.26,246473
Macao,650846,2021-07,"Pfizer/BioNTech, Sinopharm/Beijing",509754,284657,226851,169109,171208,77.42,43.24,34.46,260036
Macao,650846,2021-08,"Pfizer/BioNTech, Sinopharm/Beijing",598356,326165,274109,26039,96751,90.88,49.54,41.63,146951
Macao,650846,2021-09,"Pfizer/BioNTech, Sinopharm/Beijing",672372,363744,310726,4883,70162,102.12,55.25,47.19,106567
Macao,650846,2021-10,"Pfizer/BioNTech, Sinopharm/Beijing",790170,451006,343230,4622,135668,120.02,68.5,52.13,206060
Macao,650846,2021-11,"Pfizer/BioNTech, Sinopharm/Beijing",918971,484255,435527,6352,109927,139.58,73.55,66.15,166965
Macao,650846,2021-12,"Pfizer/BioNTech, Sinopharm/Beijing",972604,493104,461609,17334,59795,147.72,74.9,70.11,90822
Macao,650846,2022-01,"Pfizer/BioNTech, Sinopharm/Beijing",1041508,508709,476908,59678,67583,158.19,77.27,72.44,102649
Macao,650846,2022-02,"Pfizer/BioNTech, Sinopharm/Beijing",1110726,527963,491721,43834,60364,168.7,80.19,74.69,91683
Macao,650846,2022-03,"Pfizer/BioNTech, Sinopharm/Beijing",1146256,543710,495159,18412,32528,174.1,82.58,75.21,49406
Madagascar,27808395,2021-05,"Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing",36640,36640,0,0,28924,0.13,0.13,0,1015
Madagascar,27808395,2021-06,"Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing",197001,197001,0,13544,169382,0.69,0.69,0,5960
Madagascar,27808395,2021-07,"Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing",0,0,0,0,36627,0,0,0,1281
Madagascar,27808395,2021-08,"Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing",0,0,0,0,38130,0,0,0,1333
Madagascar,27808395,2021-09,"Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing",381633,197001,184632,0,152693,1.34,0.69,0.65,5370
Madagascar,27808395,2021-10,"Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing",566265,381633,184632,0,152729,1.99,1.34,0.65,5363
Madagascar,27808395,2021-11,"Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing",685440,532674,484570,0,90905,2.41,1.87,1.7,3194
Madagascar,27808395,2021-12,"Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing",742069,589003,541160,0,241896,2.61,2.07,1.9,8511
Madagascar,27808395,2022-01,"Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing",971426,817386,767113,0,192881,3.42,2.88,2.7,6776
Madagascar,27808395,2022-02,"Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing",1228391,1038325,987960,0,115336,4.32,3.65,3.48,4053
Malawi,19211425,2021-03,"Johnson&Johnson, Oxford/AstraZeneca",134289,134289,0,72673,116365,0.68,0.68,0,5921
Malawi,19211425,2021-04,"Johnson&Johnson, Oxford/AstraZeneca",296127,296127,0,101012,174247,1.51,1.51,0,8869
Malawi,19211425,2021-05,"Johnson&Johnson, Oxford/AstraZeneca",355118,355118,0,16789,69015,1.81,1.81,0,3511
Malawi,19211425,2021-06,"Johnson&Johnson, Oxford/AstraZeneca",428407,385242,43165,58293,76857,2.18,1.96,0.22,3912
Malawi,19211425,2021-07,"Johnson&Johnson, Oxford/AstraZeneca",591863,453729,138134,67093,80433,3.01,2.31,0.7,4091
Malawi,19211425,2021-08,"Johnson&Johnson, Oxford/AstraZeneca",883432,683640,410484,141163,361724,4.5,3.48,2.09,18411
Malawi,19211425,2021-09,"Johnson&Johnson, Oxford/AstraZeneca",1047408,804725,496366,113437,165204,5.33,4.1,2.53,8407
Malawi,19211425,2021-10,"Johnson&Johnson, Oxford/AstraZeneca",1238209,975341,556336,139755,182295,6.3,4.96,2.83,9278
Malawi,19211425,2021-11,"Johnson&Johnson, Oxford/AstraZeneca",1414261,1139688,601650,108539,182900,7.2,5.8,3.06,9309
Malawi,19211425,2021-12,"Johnson&Johnson, Oxford/AstraZeneca",1800908,1492675,705769,366497,363514,9.17,7.6,3.59,18502
Malawi,19211425,2022-01,"Johnson&Johnson, Oxford/AstraZeneca",1881955,1505307,775730,56926,111344,9.58,7.66,3.95,5663
Malawi,19211425,2022-02,"Johnson&Johnson, Oxford/AstraZeneca",1936821,1525607,811834,23699,47237,9.86,7.76,4.13,2405
Malawi,19211425,2022-03,"Johnson&Johnson, Oxford/AstraZeneca",1948988,1948930,820547,8875,21004,9.92,9.92,4.18,1069
Malaysia,32436963,2021-02,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",18724,18705,19,18658,12405,0.06,0.06,0,378
Malaysia,32436963,2021-03,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",707355,488384,218975,688631,609651,2.16,1.49,0.67,18599
Malaysia,32436963,2021-04,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",1464765,903704,561065,757410,772847,4.47,2.76,1.71,23579
Malaysia,32436963,2021-05,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",3042368,1947959,1094415,1577603,1426247,9.28,5.94,3.34,43516
Malaysia,32436963,2021-06,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",8303144,5960851,2342301,5260776,4800622,25.33,18.19,7.15,146467
Malaysia,32436963,2021-07,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",21113891,14205056,6908853,12810747,11830820,64.42,43.34,21.08,360957
Malaysia,32436963,2021-08,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",35546229,20244818,15326377,14432338,15055800,108.45,61.77,46.76,459350
Malaysia,32436963,2021-09,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",44939091,24186456,20891706,9392862,9429520,137.11,73.79,63.74,287693
Malaysia,32436963,2021-10,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",50659741,25718930,24803830,5720650,6372808,154.56,78.47,75.68,194434
Malaysia,32436963,2021-11,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",53665584,25902639,25473437,3005843,3062597,163.73,79.03,77.72,93441
Malaysia,32436963,2021-12,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",57774997,26013546,25635613,4109413,3879679,176.27,79.37,78.21,118368
Malaysia,32436963,2022-01,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",63608076,26070099,25714518,5833079,5996726,194.07,79.54,78.45,182959
Malaysia,32436963,2022-02,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",67223114,27007243,25751466,3615038,3621431,205.1,82.4,78.57,110488
Malaysia,32436963,2022-03,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",67797494,27180031,25761043,574380,723539,206.85,82.93,78.6,22075
Maldives,542151,2021-02,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",111415,111415,0,110535,98454,20.5,20.5,0,181109
Maldives,542151,2021-03,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",237716,237716,0,126301,136277,43.73,43.73,0,250686
Maldives,542151,2021-04,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",397875,296529,101346,140160,153832,73.19,54.55,18.64,282974
Maldives,542151,2021-05,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",477916,310159,167757,74959,87613,87.91,57.05,30.86,161165
Maldives,542151,2021-06,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",507741,317012,190729,27189,31562,93.4,58.31,35.08,58061
Maldives,542151,2021-07,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",590954,322710,268244,63254,80230,108.71,59.36,49.34,147586
Maldives,542151,2021-08,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",686956,384444,302512,91878,98791,126.37,70.72,55.65,181730
Maldives,542151,2021-09,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",731796,392315,339481,36826,45081,134.62,72.17,62.45,82927
Maldives,542151,2021-10,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",752341,394574,357767,13752,21899,138.39,72.58,65.81,40284
Maldives,542151,2021-11,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",772056,395781,364082,12099,18022,142.02,72.8,66.97,33153
Maldives,542151,2021-12,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",790154,396779,367450,11487,20192,145.35,72.99,67.59,37147
Maldives,542151,2022-01,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",843409,397642,369883,26637,45464,155.15,73.15,68.04,83634
Maldives,542151,2022-02,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",902028,398214,371091,34281,62125,165.93,73.25,68.26,114280
Maldives,542151,2022-03,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",906588,398262,371224,3799,7192,166.77,73.26,68.29,13230
Mali,20346106,2021-03,Oxford/AstraZeneca,0,0,0,0,214,0,0,0,10
Mali,20346106,2021-04,Oxford/AstraZeneca,49903,49903,0,0,54631,0.24,0.24,0,2618
Mali,20346106,2021-05,Oxford/AstraZeneca,127042,93580,33462,0,63213,0.61,0.45,0.16,3034
Mali,20346106,2021-06,Oxford/AstraZeneca,179634,133317,46317,0,65805,0.86,0.64,0.22,3158
Mali,20346106,2021-07,Oxford/AstraZeneca,196862,145016,51846,0,21376,0.94,0.7,0.25,1026
Mali,20346106,2021-08,Oxford/AstraZeneca,296490,210013,86477,0,95319,1.42,1.01,0.41,4573
Mali,20346106,2021-09,Oxford/AstraZeneca,405053,316293,231811,0,106402,1.94,1.52,1.11,5102
Mali,20346106,2021-10,Oxford/AstraZeneca,585224,322703,262521,0,182236,2.81,1.55,1.26,8736
Mali,20346106,2021-11,Oxford/AstraZeneca,847067,708943,320681,0,224752,4.06,3.4,1.54,10770
Mali,20346106,2021-12,Oxford/AstraZeneca,1057653,877525,392809,0,246280,5.07,4.21,1.88,11810
Mali,20346106,2022-01,Oxford/AstraZeneca,1488256,1021729,630636,0,475651,7.14,4.9,3.02,22811
Mali,20346106,2022-02,Oxford/AstraZeneca,1634711,1155936,798284,0,102336,7.84,5.54,3.83,4912
Mali,20346106,2022-03,Oxford/AstraZeneca,1735358,1227110,881628,0,55304,8.32,5.88,4.23,2651
Malta,441750,2021-01,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",27759,23811,3948,13840,16641,5.38,4.61,0.76,32243
Malta,441750,2021-02,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",79624,51576,28048,51865,48842,15.43,9.99,5.43,94636
Malta,441750,2021-03,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",197383,142805,54578,117759,108045,38.25,27.67,10.58,209350
Malta,441750,2021-04,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",335848,228810,107038,138465,141529,65.07,44.33,20.74,274227
Malta,441750,2021-05,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",519994,318743,210486,184146,184349,100.75,61.76,40.78,357197
Malta,441750,2021-06,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",670759,359169,325891,150765,149751,129.97,69.59,63.14,290158
Malta,441750,2021-07,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",759818,399690,382255,89059,95355,147.22,77.44,74.07,184758
Malta,441750,2021-08,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",797017,413985,412767,37199,42976,154.43,80.21,79.98,83269
Malta,441750,2021-09,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",818593,420499,420429,21576,23811,158.61,81.48,81.46,46134
Malta,441750,2021-10,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",879909,430283,428333,41490,56018,170.49,83.37,82.99,108545
Malta,441750,2021-11,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",959906,435775,432343,79997,74256,185.99,84.44,83.77,143878
Malta,441750,2021-12,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",1072274,444615,435874,112368,102095,207.76,86.15,84.46,197819
Malta,441750,2022-01,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",1213371,464435,451231,137510,156390,235.1,89.99,87.43,303024
Malta,441750,2022-02,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",1242888,470596,463183,29517,32928,240.82,91.18,89.75,63802
Malta,441750,2022-03,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",1246081,471395,464006,3193,3583,241.44,91.34,89.91,6942
Marshall Islands,59259,,,,,,,,,,,
Martinique,375213,,,,,,,,,,,
Mauritania,4669775,2021-03,"Oxford/AstraZeneca, Sinopharm/Beijing",0,0,0,0,1140,0,0,0,240
Mauritania,4669775,2021-04,"Oxford/AstraZeneca, Sinopharm/Beijing",7038,7038,0,0,10282,0.15,0.15,0,2152
Mauritania,4669775,2021-05,"Oxford/AstraZeneca, Sinopharm/Beijing",37331,30561,6770,0,21691,0.78,0.64,0.14,4543
Mauritania,4669775,2021-06,"Oxford/AstraZeneca, Sinopharm/Beijing",161082,152224,8858,2532,120637,3.37,3.19,0.19,25264
Mauritania,4669775,2021-07,"Oxford/AstraZeneca, Sinopharm/Beijing",193776,178483,15293,2591,42107,4.06,3.74,0.32,8817
Mauritania,4669775,2021-08,"Oxford/AstraZeneca, Sinopharm/Beijing",254155,228536,21545,0,65502,5.32,4.79,0.45,13716
Mauritania,4669775,2021-09,"Oxford/AstraZeneca, Sinopharm/Beijing",1118158,311544,569587,0,811101,23.42,6.52,11.93,169863
Mauritania,4669775,2021-10,"Oxford/AstraZeneca, Sinopharm/Beijing",1556245,938294,617951,0,456270,32.59,19.65,12.94,95556
Mauritania,4669775,2021-11,"Oxford/AstraZeneca, Sinopharm/Beijing",1734046,1060233,673813,10385,215610,36.31,22.2,14.11,45154
Mauritania,4669775,2021-12,"Oxford/AstraZeneca, Sinopharm/Beijing",1937226,1166230,767082,9151,164829,40.57,24.42,16.06,34517
Mauritania,4669775,2022-01,"Oxford/AstraZeneca, Sinopharm/Beijing",2462294,1462711,975826,0,571850,51.57,30.63,20.44,119757
Mauritania,4669775,2022-02,"Oxford/AstraZeneca, Sinopharm/Beijing",2617442,1539645,1043548,0,112961,54.81,32.24,21.85,23659
Mauritania,4669775,2022-03,"Oxford/AstraZeneca, Sinopharm/Beijing",0,0,0,0,0,0,0,0,0
Mauritius,1272140,2021-01,"Covaxin, Oxford/AstraZeneca, Sinopharm/Beijing",0,0,0,0,180,0,0,0,144
Mauritius,1272140,2021-02,"Covaxin, Oxford/AstraZeneca, Sinopharm/Beijing",3843,3843,0,0,29690,0.3,0.3,0,23314
Mauritius,1272140,2021-03,"Covaxin, Oxford/AstraZeneca, Sinopharm/Beijing",117323,117323,0,0,95969,9.21,9.21,0,75365
Mauritius,1272140,2021-04,"Covaxin, Oxford/AstraZeneca, Sinopharm/Beijing",0,0,0,0,63270,0,0,0,49680
Mauritius,1272140,2021-05,"Covaxin, Oxford/AstraZeneca, Sinopharm/Beijing",400801,232673,168128,0,183346,31.47,18.27,13.2,143976
Mauritius,1272140,2021-06,"Covaxin, Oxford/AstraZeneca, Sinopharm/Beijing",706948,486034,220914,0,367022,55.52,38.17,17.35,288215
Mauritius,1272140,2021-07,"Covaxin, Oxford/AstraZeneca, Sinopharm/Beijing",1156482,634013,522469,0,434491,90.82,49.79,41.03,341198
Mauritius,1272140,2021-08,"Covaxin, Oxford/AstraZeneca, Sinopharm/Beijing",1496498,791795,704703,0,351973,117.52,62.18,55.34,276400
Mauritius,1272140,2021-09,"Covaxin, Oxford/AstraZeneca, Sinopharm/Beijing",1655555,855866,799689,0,121608,130.01,67.21,62.8,95497
Mauritius,1272140,2021-10,"Covaxin, Oxford/AstraZeneca, Sinopharm/Beijing",1749997,901578,848419,0,100796,137.42,70.8,66.62,79155
Mauritius,1272140,2021-11,"Covaxin, Oxford/AstraZeneca, Sinopharm/Beijing",1875132,916524,878513,35153,149898,147.25,71.97,68.99,117713
Mauritius,1272140,2021-12,"Covaxin, Oxford/AstraZeneca, Sinopharm/Beijing",2036896,947513,909900,0,140836,159.95,74.41,71.45,110592
Mauritius,1272140,2022-01,"Covaxin, Oxford/AstraZeneca, Sinopharm/Beijing",0,0,0,0,198253,0,0,0,155677
Mauritius,1272140,2022-02,"Covaxin, Oxford/AstraZeneca, Sinopharm/Beijing",2353567,993298,947467,0,96945,184.82,78,74.4,76125
Mauritius,1272140,2022-03,"Covaxin, Oxford/AstraZeneca, Sinopharm/Beijing",0,0,0,0,0,0,0,0,0
Mayotte,273905,,,,,,,,,,,
Mexico,129166028,2020-12,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",24998,24998,0,18174,16059,0.02,0.02,0,123
Mexico,129166028,2021-01,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",673327,631485,41842,629367,645529,0.52,0.48,0.03,4958
Mexico,129166028,2021-02,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",2455095,1889672,565423,1751512,1430932,1.88,1.45,0.43,10986
Mexico,129166028,2021-03,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",7851053,6905214,945839,5395958,4849879,6.03,5.3,0.73,37229
Mexico,129166028,2021-04,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",18080005,12477933,7440439,8764755,10170784,13.88,9.58,5.71,78080
Mexico,129166028,2021-05,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",30477703,21796967,12415247,8902106,11890418,23.4,16.73,9.53,91281
Mexico,129166028,2021-06,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",45898210,31510606,19566228,15420507,15173302,35.24,24.19,15.02,116483
Mexico,129166028,2021-07,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",66712486,46866125,25727786,19997120,19175029,51.21,35.98,19.75,147204
Mexico,129166028,2021-08,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",84946443,57798967,33922392,17387365,20355421,65.21,44.37,26.04,156264
Mexico,129166028,2021-09,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",101190484,63913428,45572525,15401193,15909914,77.68,49.07,34.99,122135
Mexico,129166028,2021-10,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",126339370,74607721,60565545,17523117,20419186,96.99,57.28,46.5,156754
Mexico,129166028,2021-11,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",132636811,76845255,65038728,2314411,12007815,101.82,58.99,49.93,92183
Mexico,129166028,2021-12,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",148814260,81916007,72780356,9319983,16661056,114.24,62.89,55.87,127901
Mexico,129166028,2022-01,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",165750330,83620573,77159476,11109376,15581187,127.24,64.19,59.23,119615
Mexico,129166028,2022-02,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",181945907,85192820,78915838,10646560,16191171,139.68,65.4,60.58,124297
Mexico,129166028,2022-03,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",183509755,85340303,79110688,1097478,2267967,140.88,65.51,60.73,17411
Micronesia,115231,,,,,,,,,,,
Moldova,4032294,2021-03,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",40321,40321,0,21052,32552,1,1,0,8090
Moldova,4032294,2021-04,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",147315,130218,17097,71878,98643,3.66,3.24,0.42,24512
Moldova,4032294,2021-05,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",416814,340151,76663,221273,256141,10.36,8.45,1.91,63652
Moldova,4032294,2021-06,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",726970,453142,273828,261913,304633,18.07,11.26,6.8,75703
Moldova,4032294,2021-07,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",1042636,548890,493746,233666,310128,25.91,13.64,12.27,77070
Moldova,4032294,2021-08,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",1089888,561055,528833,27749,216651,27.08,13.94,13.14,53838
Moldova,4032294,2021-09,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",1401428,0,784753,14379,168621,34.83,0,19.5,41901
Moldova,4032294,2021-10,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",1520548,884590,873078,74823,118031,37.79,21.98,21.7,29333
Moldova,4032294,2021-11,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",1625371,948882,937115,71625,105215,40.39,23.58,23.29,26146
Moldova,4032294,2021-12,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",1776513,989897,982152,85368,151976,44.15,24.6,24.41,37763
Moldova,4032294,2022-01,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",1931716,0,1011693,146192,153713,48,0,25.14,38197
Moldova,4032294,2022-02,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",2067005,0,1038990,68372,137290,51.37,0,25.82,34117
Moldova,4032294,2022-03,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",2086634,0,1044154,18076,24057,51.85,0,25.95,5979
Monaco,39290,2020-12,Pfizer/BioNTech,0,0,0,0,126,0,0,0,3188
Monaco,39290,2021-01,Pfizer/BioNTech,2400,0,0,0,5586,6.07,0,0,141340
Monaco,39290,2021-02,Pfizer/BioNTech,0,0,0,0,8232,0,0,0,208292
Monaco,39290,2021-03,Pfizer/BioNTech,18081,9750,8331,0,6093,45.75,24.67,21.08,154175
Monaco,39290,2021-04,Pfizer/BioNTech,25104,13289,11815,0,5263,63.52,33.63,29.9,133173
Monaco,39290,2021-05,Pfizer/BioNTech,30029,16502,13527,0,5418,75.98,41.76,34.23,137097
Monaco,39290,2021-06,Pfizer/BioNTech,36609,19842,16767,0,6831,92.63,50.21,42.43,172845
Monaco,39290,2021-07,Pfizer/BioNTech,42806,23551,19255,0,5101,108.31,59.59,48.72,129075
Monaco,39290,2021-08,Pfizer/BioNTech,47882,25930,21952,0,5844,121.16,65.61,55.55,147875
