country,Population (2020),iso_code,month_year,vaccines,total_vaccinations,people_vaccinated,people_fully_vaccinated,monthly_vaccinations_raw,monthly_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,monthly_vaccinations_per_million,country_code,new_cases,cumulative_cases,new_deaths,cumulative_deaths
American Samoa,,,2020-11,,,,,,,,,,,AS,0,0,0,0
American Samoa,,,2020-12,,,,,,,,,,,AS,0,0,0,0
American Samoa,,,2021-01,,,,,,,,,,,AS,0,0,0,0
American Samoa,,,2021-02,,,,,,,,,,,AS,0,0,0,0
American Samoa,,,2021-03,,,,,,,,,,,AS,0,0,0,0
American Samoa,,,2021-04,,,,,,,,,,,AS,0,0,0,0
American Samoa,,,2021-05,,,,,,,,,,,AS,0,0,0,0
American Samoa,,,2021-06,,,,,,,,,,,AS,0,0,0,0
American Samoa,,,2021-07,,,,,,,,,,,AS,0,0,0,0
American Samoa,,,2021-08,,,,,,,,,,,AS,0,0,0,0
American Samoa,,,2021-09,,,,,,,,,,,AS,1,1,0,0
American Samoa,,,2021-10,,,,,,,,,,,AS,3,4,0,0
American Samoa,,,2021-11,,,,,,,,,,,AS,6,10,0,0
American Samoa,,,2021-12,,,,,,,,,,,AS,1,11,0,0
American Samoa,,,2022-01,,,,,,,,,,,AS,7,18,0,0
American Samoa,,,2022-02,,,,,,,,,,,AS,66,84,0,0
American Samoa,,,2022-03,,,,,,,,,,,AS,982,1066,0,0
Andorra,,,2020-01,,,,,,,,,,,AD,0,0,0,0
Andorra,,,2020-02,,,,,,,,,,,AD,0,0,0,0
Andorra,,,2020-03,,,,,,,,,,,AD,376,376,12,12
Andorra,,,2020-04,,,,,,,,,,,AD,368,744,30,42
Andorra,,,2020-05,,,,,,,,,,,AD,20,764,9,51
Andorra,,,2020-06,,,,,,,,,,,AD,91,855,1,52
Andorra,,,2020-07,,,,,,,,,,,AD,67,922,0,52
Andorra,,,2020-08,,,,,,,,,,,AD,202,1124,1,53
Andorra,,,2020-09,,,,,,,,,,,AD,842,1966,0,53
Andorra,,,2020-10,,,,,,,,,,,AD,2699,4665,22,75
Andorra,,,2020-11,,,,,,,,,,,AD,2047,6712,1,76
Andorra,,,2020-12,,,,,,,,,,,AD,1271,7983,8,84
Andorra,,,2022-03,,,,,,,,,,,AD,1235,39234,2,153
Angola,,,2020-01,,,,,,,,,,,AO,0,0,0,0
Angola,,,2020-02,,,,,,,,,,,AO,0,0,0,0
Angola,,,2020-03,,,,,,,,,,,AO,4,4,1,1
Angola,,,2020-04,,,,,,,,,,,AO,23,27,1,2
Angola,,,2020-05,,,,,,,,,,,AO,57,84,2,4
Angola,,,2020-06,,,,,,,,,,,AO,192,276,7,11
Angola,,,2020-07,,,,,,,,,,,AO,833,1109,40,51
Angola,,,2020-08,,,,,,,,,,,AO,1515,2624,56,107
Angola,,,2020-09,,,,,,,,,,,AO,2281,4905,72,179
Angola,,,2020-10,,,,,,,,,,,AO,5653,10558,100,279
Angola,,,2020-11,,,,,,,,,,,AO,4545,15103,67,346
Angola,,,2020-12,,,,,,,,,,,AO,2330,17433,59,405
Angola,,,2021-01,,,,,,,,,,,AO,2349,19782,59,464
Angola,,,2021-02,,,,,,,,,,,AO,1000,20782,42,506
Anguilla,,,2020-01,,,,,,,,,,,AI,0,0,0,0
Anguilla,,,2020-02,,,,,,,,,,,AI,0,0,0,0
Anguilla,,,2020-03,,,,,,,,,,,AI,2,2,0,0
Anguilla,,,2020-04,,,,,,,,,,,AI,1,3,0,0
Anguilla,,,2020-05,,,,,,,,,,,AI,0,3,0,0
Anguilla,,,2020-06,,,,,,,,,,,AI,0,3,0,0
Anguilla,,,2020-07,,,,,,,,,,,AI,0,3,0,0
Anguilla,,,2020-08,,,,,,,,,,,AI,0,3,0,0
Anguilla,,,2020-09,,,,,,,,,,,AI,0,3,0,0
Anguilla,,,2020-10,,,,,,,,,,,AI,0,3,0,0
Anguilla,,,2020-11,,,,,,,,,,,AI,3,6,0,0
Anguilla,,,2020-12,,,,,,,,,,,AI,7,13,0,0
Anguilla,,,2021-01,,,,,,,,,,,AI,4,17,0,0
Antigua and Barbuda,,,2020-01,,,,,,,,,,,AG,0,0,0,0
Antigua and Barbuda,,,2020-02,,,,,,,,,,,AG,0,0,0,0
Antigua and Barbuda,,,2020-03,,,,,,,,,,,AG,7,7,0,0
Antigua and Barbuda,,,2020-04,,,,,,,,,,,AG,17,24,3,3
Antigua and Barbuda,,,2020-05,,,,,,,,,,,AG,1,25,0,3
Antigua and Barbuda,,,2020-06,,,,,,,,,,,AG,40,65,0,3
Antigua and Barbuda,,,2020-07,,,,,,,,,,,AG,26,91,0,3
Antigua and Barbuda,,,2020-08,,,,,,,,,,,AG,3,94,0,3
Antigua and Barbuda,,,2020-09,,,,,,,,,,,AG,7,101,0,3
Antigua and Barbuda,,,2020-10,,,,,,,,,,,AG,26,127,0,3
Antigua and Barbuda,,,2020-11,,,,,,,,,,,AG,14,141,1,4
Antigua and Barbuda,,,2020-12,,,,,,,,,,,AG,17,158,1,5
Antigua and Barbuda,,,2021-01,,,,,,,,,,,AG,60,218,2,7
Argentina,,,2020-01,,,,,,,,,,,AR,0,0,0,0
Argentina,,,2020-02,,,,,,,,,,,AR,0,0,0,0
Argentina,,,2020-03,,,,,,,,,,,AR,820,820,20,20
Argentina,,,2020-04,,,,,,,,,,,AR,3381,4201,187,207
Argentina,,,2020-05,,,,,,,,,,,AR,10501,14702,303,510
Argentina,,,2020-06,,,,,,,,,,,AR,45231,59933,735,1245
Argentina,,,2020-07,,,,,,,,,,,AR,119063,178996,2066,3311
Argentina,,,2020-08,,,,,,,,,,,AR,222243,401239,5090,8401
Argentina,,,2020-09,,,,,,,,,,,AR,321893,723132,7712,16113
Argentina,,,2020-10,,,,,,,,,,,AR,420668,1143800,14329,30442
Argentina,,,2020-11,,,,,,,,,,,AR,269575,1413375,7880,38322
Armenia,,,2020-01,,,,,,,,,,,AM,0,0,0,0
Armenia,,,2020-02,,,,,,,,,,,AM,0,0,0,0
Armenia,,,2020-03,,,,,,,,,,,AM,532,532,3,3
Armenia,,,2020-04,,,,,,,,,,,AM,1534,2066,29,32
Armenia,,,2020-05,,,,,,,,,,,AM,7216,9282,99,131
Armenia,,,2020-06,,,,,,,,,,,AM,16260,25542,312,443
Armenia,,,2020-07,,,,,,,,,,,AM,13008,38550,295,738
Armenia,,,2020-08,,,,,,,,,,,AM,5231,43781,141,879
Armenia,,,2020-09,,,,,,,,,,,AM,6578,50359,80,959
Armenia,,,2020-10,,,,,,,,,,,AM,39454,89813,382,1341
Armenia,,,2020-11,,,,,,,,,,,AM,45311,135124,823,2164
Armenia,,,2020-12,,,,,,,,,,,AM,24285,159409,659,2823
Armenia,,,2021-01,,,,,,,,,,,AM,7617,167026,257,3080
Armenia,,,2021-02,,,,,,,,,,,AM,5032,172058,112,3192
Armenia,,,2022-03,,,,,,,,,,,AM,2422,422254,131,8592
Aruba,,,2020-01,,,,,,,,,,,AW,0,0,0,0
Aruba,,,2020-02,,,,,,,,,,,AW,0,0,0,0
Aruba,,,2020-03,,,,,,,,,,,AW,50,50,0,0
Aruba,,,2020-04,,,,,,,,,,,AW,50,100,2,2
Aruba,,,2020-05,,,,,,,,,,,AW,1,101,1,3
Aruba,,,2020-06,,,,,,,,,,,AW,0,101,0,3
Aruba,,,2020-07,,,,,,,,,,,AW,18,119,0,3
Aruba,,,2020-08,,,,,,,,,,,AW,1729,1848,5,8
Aruba,,,2020-09,,,,,,,,,,,AW,2024,3872,17,25
Aruba,,,2020-10,,,,,,,,,,,AW,600,4472,12,37
Aruba,,,2020-11,,,,,,,,,,,AW,319,4791,8,45
Aruba,,,2020-12,,,,,,,,,,,AW,582,5373,4,49
Aruba,,,2021-01,,,,,,,,,,,AW,1485,6858,9,58
Aruba,,,2021-02,,,,,,,,,,,AW,946,7804,13,71
Australia,,,2020-01,,,,,,,,,,,AU,9,9,0,0
Australia,,,2020-02,,,,,,,,,,,AU,16,25,0,0
Australia,,,2020-03,,,,,,,,,,,AU,4334,4359,18,18
Australia,,,2020-04,,,,,,,,,,,AU,2387,6746,72,90
Australia,,,2020-05,,,,,,,,,,,AU,439,7185,12,102
Australia,,,2020-06,,,,,,,,,,,AU,582,7767,2,104
Australia,,,2020-07,,,,,,,,,,,AU,8536,16303,85,189
Australia,,,2020-08,,,,,,,,,,,AU,9367,25670,422,611
Australia,,,2020-09,,,,,,,,,,,AU,1393,27063,271,882
Australia,,,2020-10,,,,,,,,,,,AU,519,27582,25,907
Australia,,,2020-11,,,,,,,,,,,AU,311,27893,0,907
Australia,,,2020-12,,,,,,,,,,,AU,488,28381,2,909
Australia,,,2021-01,,,,,,,,,,,AU,425,28806,0,909
Austria,,,2020-01,,,,,,,,,,,AT,0,0,0,0
Austria,,,2020-02,,,,,,,,,,,AT,3,3,0,0
Austria,,,2020-03,,,,,,,,,,,AT,9263,9266,134,134
Austria,,,2020-04,,,,,,,,,,,AT,6138,15404,490,624
Austria,,,2020-05,,,,,,,,,,,AT,1207,16611,72,696
Austria,,,2020-06,,,,,,,,,,,AT,1020,17631,37,733
Austria,,,2020-07,,,,,,,,,,,AT,3244,20875,15,748
Austria,,,2020-08,,,,,,,,,,,AT,6258,27133,14,762
Austria,,,2020-09,,,,,,,,,,,AT,17102,44235,57,819
Austria,,,2020-10,,,,,,,,,,,AT,57235,101470,359,1178
Austria,,,2020-11,,,,,,,,,,,AT,177026,278496,2345,3523
Austria,,,2020-12,,,,,,,,,,,AT,77558,356054,2783,6306
Azerbaijan,,,2020-01,,,,,,,,,,,AZ,0,0,0,0
Azerbaijan,,,2020-02,,,,,,,,,,,AZ,1,1,0,0
Azerbaijan,,,2020-03,,,,,,,,,,,AZ,189,190,4,4
Azerbaijan,,,2020-04,,,,,,,,,,,AZ,1527,1717,18,22
Azerbaijan,,,2020-05,,,,,,,,,,,AZ,3272,4989,36,58
Azerbaijan,,,2020-06,,,,,,,,,,,AZ,11435,16424,140,198
Azerbaijan,,,2020-07,,,,,,,,,,,AZ,14797,31221,240,438
Azerbaijan,,,2020-08,,,,,,,,,,,AZ,4953,36174,91,529
Azerbaijan,,,2020-09,,,,,,,,,,,AZ,3887,40061,59,588
Azerbaijan,,,2020-10,,,,,,,,,,,AZ,13091,53152,120,708
Azerbaijan,,,2020-11,,,,,,,,,,,AZ,60873,114025,615,1323
Azerbaijan,,,2020-12,,,,,,,,,,,AZ,102559,216584,1252,2575
Bahamas,,,2020-01,,,,,,,,,,,BS,0,0,0,0
Bahamas,,,2020-02,,,,,,,,,,,BS,0,0,0,0
Bahamas,,,2020-03,,,,,,,,,,,BS,14,14,0,0
Bahamas,,,2020-04,,,,,,,,,,,BS,66,80,11,11
Bahamas,,,2020-05,,,,,,,,,,,BS,21,101,0,11
Bahamas,,,2020-06,,,,,,,,,,,BS,3,104,0,11
Bahamas,,,2020-07,,,,,,,,,,,BS,380,484,0,11
Bahamas,,,2020-08,,,,,,,,,,,BS,1651,2135,32,50
Bahamas,,,2020-09,,,,,,,,,,,BS,1768,3903,48,91
Bahamas,,,2020-10,,,,,,,,,,,BS,2741,6644,51,142
Bahamas,,,2020-11,,,,,,,,,,,BS,859,7503,21,163
Bahamas,,,2020-12,,,,,,,,,,,BS,354,7857,7,170
Bahamas,,,2021-01,,,,,,,,,,,BS,317,8174,6,176
Bahamas,,,2021-02,,,,,,,,,,,BS,368,8542,4,180
Bahamas,,,2022-03,,,,,,,,,,,BS,80,33209,6,777
Bahrain,,,2020-01,,,,,,,,,,,BH,0,0,0,0
Bahrain,,,2020-02,,,,,,,,,,,BH,44,44,0,0
Bahrain,,,2020-03,,,,,,,,,,,BH,523,567,4,4
Bahrain,,,2020-04,,,,,,,,,,,BH,2354,2921,4,8
Bahrain,,,2020-05,,,,,,,,,,,BH,7872,10793,9,17
Bahrain,,,2020-06,,,,,,,,,,,BH,15446,26239,67,84
Bahrain,,,2020-07,,,,,,,,,,,BH,14516,40755,62,146
Bahrain,,,2020-08,,,,,,,,,,,BH,10819,51574,43,189
Bahrain,,,2020-09,,,,,,,,,,,BH,18848,70422,57,246
Bahrain,,,2020-10,,,,,,,,,,,BH,11044,81466,73,319
Bahrain,,,2020-11,,,,,,,,,,,BH,5321,86787,22,341
Bahrain,,,2022-03,,,,,,,,,,,BH,28878,541184,11,1464
Bangladesh,,,2020-01,,,,,,,,,,,BD,0,0,0,0
Bangladesh,,,2020-02,,,,,,,,,,,BD,0,0,0,0
Bangladesh,,,2020-03,,,,,,,,,,,BD,51,51,5,5
Bangladesh,,,2020-04,,,,,,,,,,,BD,7616,7667,163,168
Bangladesh,,,2020-05,,,,,,,,,,,BD,39486,47153,482,650
Bangladesh,,,2020-06,,,,,,,,,,,BD,98330,145483,1197,1847
Bangladesh,,,2020-07,,,,,,,,,,,BD,92178,237661,1264,3111
Bangladesh,,,2020-08,,,,,,,,,,,BD,75335,312996,1170,4281
Bangladesh,,,2020-09,,,,,,,,,,,BD,50483,363479,970,5251
Bangladesh,,,2020-10,,,,,,,,,,,BD,44205,407684,672,5923
Bangladesh,,,2020-11,,,,,,,,,,,BD,57248,464932,721,6644
Bangladesh,,,2020-12,,,,,,,,,,,BD,48578,513510,915,7559
Barbados,,,2020-01,,,,,,,,,,,BB,0,0,0,0
Barbados,,,2020-02,,,,,,,,,,,BB,0,0,0,0
Barbados,,,2020-03,,,,,,,,,,,BB,33,33,0,0
Barbados,,,2020-04,,,,,,,,,,,BB,47,80,6,6
Barbados,,,2020-05,,,,,,,,,,,BB,12,92,1,7
Barbados,,,2020-06,,,,,,,,,,,BB,5,97,0,7
Barbados,,,2020-07,,,,,,,,,,,BB,13,110,0,7
Barbados,,,2020-08,,,,,,,,,,,BB,63,173,0,7
Barbados,,,2020-09,,,,,,,,,,,BB,17,190,0,7
Barbados,,,2020-10,,,,,,,,,,,BB,46,236,0,7
Barbados,,,2020-11,,,,,,,,,,,BB,39,275,0,7
Barbados,,,2020-12,,,,,,,,,,,BB,97,372,0,7
Barbados,,,2021-01,,,,,,,,,,,BB,1126,1498,5,12
Belarus,,,2020-01,,,,,,,,,,,BY,0,0,0,0
Belarus,,,2020-02,,,,,,,,,,,BY,1,1,0,0
Belarus,,,2020-03,,,,,,,,,,,BY,151,152,0,0
Belarus,,,2020-04,,,,,,,,,,,BY,13029,13181,84,84
Belarus,,,2020-05,,,,,,,,,,,BY,28477,41658,145,229
Belarus,,,2020-06,,,,,,,,,,,BY,20132,61790,158,387
Belarus,,,2020-07,,,,,,,,,,,BY,6018,67808,172,559
Belarus,,,2020-08,,,,,,,,,,,BY,3879,71687,117,676
Belarus,,,2020-09,,,,,,,,,,,BY,6573,78260,152,828
Belarus,,,2020-10,,,,,,,,,,,BY,19239,97499,149,977
Belarus,,,2020-11,,,,,,,,,,,BY,37509,135008,174,1151
Belarus,,,2022-03,,,,,,,,,,,BY,29206,946674,228,6698
Belgium,,,2020-01,,,,,,,,,,,BE,0,0,0,0
Belgium,,,2020-02,,,,,,,,,,,BE,1,1,0,0
Belgium,,,2020-03,,,,,,,,,,,BE,15295,15296,1210,1210
Belgium,,,2020-04,,,,,,,,,,,BE,34643,49939,6598,7808
Belgium,,,2020-05,,,,,,,,,,,BE,8976,58915,1625,9433
Belgium,,,2020-06,,,,,,,,,,,BE,2969,61884,295,9728
Belgium,,,2020-07,,,,,,,,,,,BE,7706,69590,84,9812
Belgium,,,2020-08,,,,,,,,,,,BE,15806,85396,198,10010
Belgium,,,2020-09,,,,,,,,,,,BE,37148,122544,132,10142
Belgium,,,2020-10,,,,,,,,,,,BE,322611,445155,1686,11828
Belgium,,,2020-11,,,,,,,,,,,BE,135162,580317,5140,16968
Belize,,,2020-01,,,,,,,,,,,BZ,0,0,0,0
Belize,,,2020-02,,,,,,,,,,,BZ,0,0,0,0
Belize,,,2020-03,,,,,,,,,,,BZ,3,3,0,0
Belize,,,2020-04,,,,,,,,,,,BZ,15,18,2,2
Belize,,,2020-05,,,,,,,,,,,BZ,0,18,0,2
Belize,,,2020-06,,,,,,,,,,,BZ,6,24,0,2
Belize,,,2020-07,,,,,,,,,,,BZ,24,48,0,2
Belize,,,2020-08,,,,,,,,,,,BZ,916,964,11,13
Belize,,,2020-09,,,,,,,,,,,BZ,927,1891,11,24
Belize,,,2020-10,,,,,,,,,,,BZ,1491,3382,32,56
Belize,,,2020-11,,,,,,,,,,,BZ,2265,5647,88,144
Belize,,,2020-12,,,,,,,,,,,BZ,5021,10668,97,241
Belize,,,2021-01,,,,,,,,,,,BZ,1209,11877,60,301
Benin,,,2020-01,,,,,,,,,,,BJ,0,0,0,0
Benin,,,2020-02,,,,,,,,,,,BJ,0,0,0,0
Benin,,,2020-03,,,,,,,,,,,BJ,6,6,0,0
Benin,,,2020-04,,,,,,,,,,,BJ,63,69,2,2
Benin,,,2020-05,,,,,,,,,,,BJ,163,339,1,3
Benin,,,2020-06,,,,,,,,,,,BJ,955,1187,16,19
Benin,,,2020-07,,,,,,,,,,,BJ,618,1805,17,36
Benin,,,2020-08,,,,,,,,,,,BJ,340,2145,4,40
Benin,,,2020-09,,,,,,,,,,,BJ,212,2357,1,41
Benin,,,2020-10,,,,,,,,,,,BJ,286,2643,0,41
Benin,,,2020-11,,,,,,,,,,,BJ,331,2974,2,43
Benin,,,2020-12,,,,,,,,,,,BJ,277,3251,1,44
Benin,,,2021-01,,,,,,,,,,,BJ,535,3786,4,48
Benin,,,2021-02,,,,,,,,,,,BJ,1848,5634,22,70
Benin,,,2021-03,,,,,,,,,,,BJ,1466,7100,20,90
Benin,,,2021-04,,,,,,,,,,,BJ,721,7821,9,99
Benin,,,2022-03,,,,,,,,,,,BJ,385,26952,0,163
Bermuda,,,2020-01,,,,,,,,,,,BM,0,0,0,0
Bermuda,,,2020-02,,,,,,,,,,,BM,0,0,0,0
Bermuda,,,2020-03,,,,,,,,,,,BM,22,22,0,0
Bermuda,,,2020-04,,,,,,,,,,,BM,89,111,6,6
Bermuda,,,2020-05,,,,,,,,,,,BM,29,140,3,9
Bermuda,,,2020-06,,,,,,,,,,,BM,6,146,0,9
Bermuda,,,2020-07,,,,,,,,,,,BM,10,156,0,9
Bermuda,,,2020-08,,,,,,,,,,,BM,13,169,0,9
Bermuda,,,2020-09,,,,,,,,,,,BM,12,181,0,9
Bermuda,,,2020-10,,,,,,,,,,,BM,18,199,0,9
Bermuda,,,2020-11,,,,,,,,,,,BM,52,251,0,9
Bermuda,,,2020-12,,,,,,,,,,,BM,344,595,1,10
Bhutan,,,2020-01,,,,,,,,,,,BT,0,0,0,0
Bhutan,,,2020-02,,,,,,,,,,,BT,0,0,0,0
Bhutan,,,2020-03,,,,,,,,,,,BT,4,4,0,0
Bhutan,,,2020-04,,,,,,,,,,,BT,3,7,0,0
Bhutan,,,2020-05,,,,,,,,,,,BT,36,43,0,0
Bhutan,,,2020-06,,,,,,,,,,,BT,34,77,0,0
Bhutan,,,2020-07,,,,,,,,,,,BT,25,102,0,0
Bhutan,,,2020-08,,,,,,,,,,,BT,123,225,0,0
Bhutan,,,2020-09,,,,,,,,,,,BT,57,282,0,0
Bhutan,,,2020-10,,,,,,,,,,,BT,66,348,0,0
Bhutan,,,2020-11,,,,,,,,,,,BT,48,396,0,0
Bhutan,,,2020-12,,,,,,,,,,,BT,274,670,0,0
Bhutan,,,2021-01,,,,,,,,,,,BT,189,859,1,1
Bhutan,,,2021-02,,,,,,,,,,,BT,8,867,0,1
Bhutan,,,2022-03,,,,,,,,,,,BT,8020,20722,3,9
Bolivia (Plurinational State of),,,2020-01,,,,,,,,,,,BO,0,0,0,0
Bolivia (Plurinational State of),,,2020-02,,,,,,,,,,,BO,0,0,0,0
Bolivia (Plurinational State of),,,2020-03,,,,,,,,,,,BO,97,97,5,5
Bolivia (Plurinational State of),,,2020-04,,,,,,,,,,,BO,956,1053,50,55
Bolivia (Plurinational State of),,,2020-05,,,,,,,,,,,BO,7678,8731,245,300
Bolivia (Plurinational State of),,,2020-06,,,,,,,,,,,BO,22793,31524,714,1014
Bolivia (Plurinational State of),,,2020-07,,,,,,,,,,,BO,42010,73534,1794,2808
Bolivia (Plurinational State of),,,2020-08,,,,,,,,,,,BO,41820,115354,2130,4938
Bolivia (Plurinational State of),,,2020-09,,,,,,,,,,,BO,18869,134223,2962,7900
Bolivia (Plurinational State of),,,2020-10,,,,,,,,,,,BO,7261,141484,805,8705
Bolivia (Plurinational State of),,,2020-11,,,,,,,,,,,BO,3108,144592,244,8949
Bolivia (Plurinational State of),,,2020-12,,,,,,,,,,,BO,12295,156887,186,9135
Bolivia (Plurinational State of),,,2021-01,,,,,,,,,,,BO,56505,213392,1091,10226
Bolivia (Plurinational State of),,,2021-02,,,,,,,,,,,BO,34499,247891,1383,11609
Bolivia (Plurinational State of),,,2021-03,,,,,,,,,,,BO,22456,270347,602,12211
Bolivia (Plurinational State of),,,2021-04,,,,,,,,,,,BO,31484,301831,709,12920
Bolivia (Plurinational State of),,,2021-05,,,,,,,,,,,BO,64883,366714,1515,14435
Bolivia (Plurinational State of),,,2021-06,,,,,,,,,,,BO,68854,435568,2196,16631
Bolivia (Plurinational State of),,,2021-07,,,,,,,,,,,BO,36390,471958,1153,17784
Bolivia (Plurinational State of),,,2021-08,,,,,,,,,,,BO,18098,490056,627,18411
Bolivia (Plurinational State of),,,2021-09,,,,,,,,,,,BO,9592,499648,305,18716
Bolivia (Plurinational State of),,,2021-10,,,,,,,,,,,BO,13464,513112,208,18924
Bolivia (Plurinational State of),,,2021-11,,,,,,,,,,,BO,23360,536472,237,19161
Bolivia (Plurinational State of),,,2021-12,,,,,,,,,,,BO,55301,591773,489,19650
Bolivia (Plurinational State of),,,2022-01,,,,,,,,,,,BO,258424,850197,1241,20891
Bolivia (Plurinational State of),,,2022-02,,,,,,,,,,,BO,43133,893330,541,21432
Bolivia (Plurinational State of),,,2022-03,,,,,,,,,,,BO,5611,898941,45,21477
Bonaire,,,2020-01,,,,,,,,,,,XA,0,0,0,0
Bonaire,,,2020-02,,,,,,,,,,,XA,0,0,0,0
Bonaire,,,2020-03,,,,,,,,,,,XA,0,0,0,0
Bonaire,,,2020-04,,,,,,,,,,,XA,2,2,0,0
Bonaire,,,2020-05,,,,,,,,,,,XA,0,2,0,0
Bonaire,,,2020-06,,,,,,,,,,,XA,0,2,0,0
Bonaire,,,2020-07,,,,,,,,,,,XA,3,5,0,0
Bonaire,,,2020-08,,,,,,,,,,,XA,2,7,0,0
Bonaire,,,2020-09,,,,,,,,,,,XA,91,98,1,1
Bonaire,,,2020-10,,,,,,,,,,,XA,36,134,2,3
Bonaire,,,2020-11,,,,,,,,,,,XA,8,142,0,3
Bonaire,,,2020-12,,,,,,,,,,,XA,20,162,0,3
Bonaire,,,2021-01,,,,,,,,,,,XA,200,362,0,3
Bonaire,,,2021-02,,,,,,,,,,,XA,44,406,1,4
Bonaire,,,2021-03,,,,,,,,,,,XA,909,1315,6,10
Bonaire,,,2021-04,,,,,,,,,,,XA,215,1530,6,16
Bonaire,,,2021-05,,,,,,,,,,,XA,55,1585,1,17
Bonaire,,,2021-06,,,,,,,,,,,XA,33,1618,0,17
Bonaire,,,2021-07,,,,,,,,,,,XA,60,1678,0,17
Bonaire,,,2021-08,,,,,,,,,,,XA,75,1753,0,17
Bonaire,,,2021-09,,,,,,,,,,,XA,279,2032,2,19
Bonaire,,,2021-10,,,,,,,,,,,XA,340,2372,0,19
Bonaire,,,2021-11,,,,,,,,,,,XA,475,2847,3,22
Bonaire,,,2021-12,,,,,,,,,,,XA,447,3294,1,23
Bonaire,,,2022-01,,,,,,,,,,,XA,3032,6326,3,26
Bonaire,,,2022-02,,,,,,,,,,,XA,590,6916,2,28
Bonaire,,,2022-03,,,,,,,,,,,XA,34,6950,0,28
Bosnia and Herzegovina,,,2020-01,,,,,,,,,,,BA,0,0,0,0
Bosnia and Herzegovina,,,2020-02,,,,,,,,,,,BA,0,0,0,0
Bosnia and Herzegovina,,,2020-03,,,,,,,,,,,BA,406,406,12,12
Bosnia and Herzegovina,,,2020-04,,,,,,,,,,,BA,1271,1677,53,65
Bosnia and Herzegovina,,,2020-05,,,,,,,,,,,BA,817,2494,88,153
Bosnia and Herzegovina,,,2020-06,,,,,,,,,,,BA,1831,4325,31,184
Bosnia and Herzegovina,,,2020-07,,,,,,,,,,,BA,7119,11444,144,328
Bosnia and Herzegovina,,,2020-08,,,,,,,,,,,BA,8349,19793,270,598
Bosnia and Herzegovina,,,2020-09,,,,,,,,,,,BA,7433,27226,245,843
Bosnia and Herzegovina,,,2020-10,,,,,,,,,,,BA,20911,48137,369,1212
Bosnia and Herzegovina,,,2020-11,,,,,,,,,,,BA,39137,87274,1408,2620
Bosnia and Herzegovina,,,2020-12,,,,,,,,,,,BA,23711,110985,1430,4050
Bosnia and Herzegovina,,,2021-01,,,,,,,,,,,BA,10906,121891,646,4696
Bosnia and Herzegovina,,,2022-02,,,,,,,,,,,BA,24416,371067,1066,15435
Bosnia and Herzegovina,,,2022-03,,,,,,,,,,,BA,2732,373799,226,15661
Botswana,,,2020-01,,,,,,,,,,,BW,0,0,0,0
Botswana,,,2020-02,,,,,,,,,,,BW,0,0,0,0
Botswana,,,2020-03,,,,,,,,,,,BW,0,0,0,0
Botswana,,,2020-04,,,,,,,,,,,BW,23,23,1,1
Botswana,,,2020-05,,,,,,,,,,,BW,12,35,0,1
Botswana,,,2020-06,,,,,,,,,,,BW,140,175,0,1
Botswana,,,2020-07,,,,,,,,,,,BW,629,804,1,2
Botswana,,,2020-08,,,,,,,,,,,BW,829,1633,4,6
Botswana,,,2020-09,,,,,,,,,,,BW,1539,3172,10,16
Botswana,,,2020-10,,,,,,,,,,,BW,3470,6642,8,24
Botswana,,,2020-11,,,,,,,,,,,BW,3350,9992,7,31
Botswana,,,2020-12,,,,,,,,,,,BW,4033,14025,9,40
Botswana,,,2021-01,,,,,,,,,,,BW,7268,21293,94,134
Botswana,,,2021-02,,,,,,,,,,,BW,7077,28370,176,310
Brazil,,,2020-01,,,,,,,,,,,BR,0,0,0,0
Brazil,,,2020-02,,,,,,,,,,,BR,5,5,0,0
Brazil,,,2020-03,,,,,,,,,,,BR,4251,4256,136,136
Brazil,,,2020-04,,,,,,,,,,,BR,67630,71886,4881,5017
Brazil,,,2020-05,,,,,,,,,,,BR,393280,465166,22861,27878
Brazil,,,2020-06,,,,,,,,,,,BR,878977,1344143,29744,57622
Brazil,,,2020-07,,,,,,,,,,,BR,1208122,2552265,32512,90134
Brazil,,,2020-08,,,,,,,,,,,BR,1293888,3846153,30328,120462
Brazil,,,2020-09,,,,,,,,,,,BR,899311,4745464,21596,142058
Brazil,,,2020-10,,,,,,,,,,,BR,748912,5494376,16911,158969
Brazil,,,2020-11,,,,,,,,,,,BR,795896,6290272,13592,172561
Brazil,,,2020-12,,,,,,,,,,,BR,1273279,7563551,20120,192681
British Virgin Islands,,,2020-01,,,,,,,,,,,VG,0,0,0,0
British Virgin Islands,,,2020-02,,,,,,,,,,,VG,0,0,0,0
British Virgin Islands,,,2020-03,,,,,,,,,,,VG,2,2,0,0
British Virgin Islands,,,2020-04,,,,,,,,,,,VG,4,6,1,1
British Virgin Islands,,,2020-05,,,,,,,,,,,VG,2,8,0,1
British Virgin Islands,,,2020-06,,,,,,,,,,,VG,0,8,0,1
British Virgin Islands,,,2020-07,,,,,,,,,,,VG,0,8,0,1
British Virgin Islands,,,2020-08,,,,,,,,,,,VG,29,37,0,1
British Virgin Islands,,,2020-09,,,,,,,,,,,VG,34,71,0,1
British Virgin Islands,,,2020-10,,,,,,,,,,,VG,1,72,0,1
British Virgin Islands,,,2020-11,,,,,,,,,,,VG,1,73,0,1
