total_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,population,new_cases,new_deaths,%deaths,%cases,clusters
12287,110.75,55.44,55.31,11094,0,0,0.06309717,4.092302145,1
12849,115.82,58.14,57.68,11094,0,0,0.06309717,4.092302145,1
104070,0.34,0.34,0.0,30490639,425,95,0.004332477,0.022111705,0
268753,0.88,0.88,0.0,30490639,178,40,0.004463665,0.02269549,0
311483,1.02,0.98,0.04,30490639,141,14,0.004509581,0.023157927,0
311483,1.02,0.98,0.04,30490639,808,97,0.004827711,0.025807921,0
322934,1.06,1.01,0.05,30490639,1198,249,0.005644355,0.029736996,0
534590,1.75,1.07,0.63,30490639,724,168,0.006195344,0.032111495,0
547019,1.79,1.09,0.71,30490639,213,61,0.006395405,0.03281007,0
547019,1.79,1.09,0.71,30490639,122,34,0.006506915,0.033210193,0
744060,2.44,1.93,1.13,30490639,893,28,0.006598747,0.036138961,0
772574,2.53,2.02,1.22,30490639,752,123,0.007002149,0.038605291,0
784792,2.57,2.05,1.26,30490639,32,8,0.007028387,0.038710242,0
32034,0.17,0.17,0.0,18920657,3168,43,0.006611821,0.484052959,0
147033,0.78,0.75,0.03,18920657,3677,30,0.006770378,0.503486745,0
154819,0.82,0.75,0.07,18920657,59685,918,0.011622218,0.818935622,0
433716,2.29,1.5,0.79,18920657,40868,1190,0.01791164,1.034932349,0
575032,3.04,1.64,1.4,18920657,10511,213,0.019037394,1.090485389,0
731450,3.87,1.64,2.16,18920657,2719,46,0.019280514,1.104855925,0
871881,4.61,1.64,2.83,18920657,688,13,0.019349222,1.108492163,0
1086607,5.74,4.26,3.66,18920657,435,6,0.019380934,1.110791237,0
1730165,9.14,4.26,6.43,18920657,44105,67,0.019735044,1.343896251,0
2386312,12.61,4.26,8.78,18920657,50773,183,0.020702241,1.612243169,0
2863132,15.13,13.15,10.07,18920657,7703,35,0.020887224,1.652955286,0
3027612,16.0,13.27,10.48,18920657,3800,14,0.020961217,1.673039155,0
19100,0.13,0.13,0.0,15092171,2701,246,0.009693768,0.23912398,0
92426,0.61,0.51,0.1,15092171,793,60,0.010091325,0.24437836,0
500320,3.32,2.75,0.57,15092171,1375,44,0.010382867,0.253489044,0
1020056,6.76,4.48,2.28,15092171,704,27,0.010561767,0.258153714,0
1332416,8.83,5.15,3.68,15092171,10903,195,0.011853828,0.330396468,0
2433070,16.12,10.96,5.16,15092171,58996,1743,0.023402862,0.72130113,0
4219824,27.96,17.11,10.85,15092171,15913,887,0.029280082,0.826739904,0
5346026,35.42,20.37,15.05,15092171,6047,204,0.030631776,0.866807035,0
5911588,39.17,21.97,17.2,15092171,2157,55,0.030996203,0.881099214,0
6611942,43.81,25.15,18.66,15092171,1648,29,0.031188356,0.892018782,0
7264791,48.14,27.33,20.77,15092171,78633,297,0.033156264,1.413037263,0
7632514,50.57,28.3,21.86,15092171,16408,334,0.035369332,1.521755883,0
7890951,52.29,28.9,22.51,15092171,6714,57,0.035747011,1.566242524,0
7943325,52.63,29.02,22.61,15092171,9662,44,0.036038553,1.630262472,0
0,0.0,0.0,0.0,39835428,5,0,0.0,1.26e-05,0
0,0.0,0.0,0.0,39835428,163,4,1e-05,0.000416714,0
0,0.0,0.0,0.0,39835428,1661,56,0.00015062,0.00458637,0
0,0.0,0.0,0.0,39835428,13353,194,0.000637623,0.038106783,0
0,0.0,0.0,0.0,39835428,16265,485,0.001855133,0.078937272,0
0,0.0,0.0,0.0,39835428,5183,536,0.003200669,0.091948303,0
0,0.0,0.0,0.0,39835428,1620,131,0.003529522,0.096015035,0
0,0.0,0.0,0.0,39835428,1106,56,0.0036701,0.098791458,0
0,0.0,0.0,0.0,39835428,1980,71,0.003848333,0.103761908,0
0,0.0,0.0,0.0,39835428,4881,230,0.004425709,0.11601482,0
0,0.0,0.0,0.0,39835428,6115,426,0.005495109,0.131365477,0
0,0.0,0.0,0.0,39835428,2693,211,0.006024788,0.138125791,0
0,0.0,0.0,0.0,2872934,0,0,0.0,0.0,0
0,0.0,0.0,0.0,2872934,243,15,0.000522114,0.008458252,0
0,0.0,0.0,0.0,2872934,530,16,0.001079036,0.026906292,0
0,0.0,0.0,0.0,2872934,364,2,0.001148652,0.039576266,0
0,0.0,0.0,0.0,2872934,1398,29,0.002158073,0.088237321,0
0,0.0,0.0,0.0,2872934,2741,95,0.005464797,0.183645012,0
0,0.0,0.0,0.0,2872934,4237,127,0.009885365,0.331124906,0
0,0.0,0.0,0.0,2872934,4136,103,0.01347055,0.475089229,0
0,0.0,0.0,0.0,2872934,7226,122,0.017717079,0.726609104,0
0,0.0,0.0,0.0,2872934,17307,301,0.028194174,1.329024614,0
0,0.0,0.0,0.0,2872934,20134,371,0.041107801,2.02984127,0
0,0.0,0.0,0.0,44616626,1,0,0.0,2.24e-06,0
0,0.0,0.0,0.0,44616626,715,44,9.86e-05,0.001604783,0
0,0.0,0.0,0.0,44616626,3290,406,0.001008593,0.008978716,0
0,0.0,0.0,0.0,44616626,5388,203,0.00146358,0.021054931,0
0,0.0,0.0,0.0,44616626,4513,259,0.002044081,0.031169995,0
0,0.0,0.0,0.0,44616626,16487,298,0.002711994,0.068122587,0
0,0.0,0.0,0.0,44616626,14100,300,0.003384389,0.099725156,0
0,0.0,0.0,0.0,44616626,7036,226,0.003890926,0.115495062,0
0,0.0,0.0,0.0,44616626,6412,228,0.004401946,0.129866387,0
0,0.0,0.0,0.0,44616626,25257,467,0.005448641,0.186475329,0
0,0.0,0.0,0.0,44616626,16411,325,0.00617707,0.223257581,0
0,0.0,0.0,0.0,77354,376,12,0.015513096,0.486076997,0
0,0.0,0.0,0.0,77354,369,30,0.054295835,0.963104688,0
0,0.0,0.0,0.0,77354,19,9,0.065930656,0.987667089,0
0,0.0,0.0,0.0,77354,91,1,0.067223414,1.105308064,0
0,0.0,0.0,0.0,77354,70,0,0.067223414,1.195801122,0
0,0.0,0.0,0.0,77354,251,1,0.068516172,1.520283373,0
0,0.0,0.0,0.0,77354,874,0,0.068516172,2.650153838,0
0,0.0,0.0,0.0,77354,2706,22,0.096956848,6.148356905,0
0,0.0,0.0,0.0,77354,1989,1,0.098249606,8.719652507,0
0,0.0,0.0,0.0,77354,1304,8,0.108591669,10.4054089,0
0,0.0,0.0,0.0,77354,1714,4,0.200377485,51.33929726,1
0,0.0,0.0,0.0,33933611,7,2,5.89e-06,2.06e-05,0
0,0.0,0.0,0.0,33933611,20,0,5.89e-06,7.96e-05,0
0,0.0,0.0,0.0,33933611,59,2,1.18e-05,0.000253436,0
0,0.0,0.0,0.0,33933611,198,9,3.83e-05,0.000836928,0
0,0.0,0.0,0.0,33933611,864,39,0.00015324,0.003383076,0
0,0.0,0.0,0.0,33933611,1506,56,0.000318269,0.007821154,0
0,0.0,0.0,0.0,33933611,2318,75,0.000539288,0.014652139,0
0,0.0,0.0,0.0,33933611,5833,104,0.000836928,0.031841586,0
0,0.0,0.0,0.0,33933611,4334,64,0.001025532,0.044613584,0
0,0.0,0.0,0.0,33933611,2414,57,0.001193507,0.051727475,0
0,0.0,0.0,0.0,33933611,2243,61,0.00137327,0.05833744,0
0,0.0,0.0,0.0,33933611,1011,42,0.001497041,0.061316787,0
0,0.0,0.0,0.0,15125,2,0,0.0,0.01322314,0
0,0.0,0.0,0.0,15125,1,0,0.0,0.019834711,0
0,0.0,0.0,0.0,15125,0,0,0.0,0.019834711,0
0,0.0,0.0,0.0,15125,0,0,0.0,0.019834711,0
0,0.0,0.0,0.0,15125,0,0,0.0,0.019834711,0
0,0.0,0.0,0.0,15125,0,0,0.0,0.019834711,0
0,0.0,0.0,0.0,15125,0,0,0.0,0.019834711,0
0,0.0,0.0,0.0,15125,0,0,0.0,0.019834711,0
0,0.0,0.0,0.0,15125,3,0,0.0,0.039669421,0
0,0.0,0.0,0.0,15125,7,0,0.0,0.085950413,0
0,0.0,0.0,0.0,15125,3,0,0.0,0.105785124,0
0,0.0,0.0,0.0,98728,7,0,0.0,0.007090187,0
0,0.0,0.0,0.0,98728,17,3,0.003038652,0.024309213,0
0,0.0,0.0,0.0,98728,2,0,0.003038652,0.026334981,0
0,0.0,0.0,0.0,98728,43,0,0.003038652,0.069888988,0
0,0.0,0.0,0.0,98728,23,0,0.003038652,0.092172433,0
0,0.0,0.0,0.0,98728,3,0,0.003038652,0.095211085,0
0,0.0,0.0,0.0,98728,7,0,0.003038652,0.102301272,0
0,0.0,0.0,0.0,98728,27,0,0.003038652,0.129649137,0
0,0.0,0.0,0.0,98728,13,1,0.004051536,0.142816628,0
0,0.0,0.0,0.0,98728,18,1,0.005064419,0.161048537,0
0,0.0,0.0,0.0,98728,75,2,0.007090187,0.237014829,0
0,0.0,0.0,0.0,45605823,0,0,0.0,0.0,0
0,0.0,0.0,0.0,45605823,0,0,0.0,0.0,0
0,0.0,0.0,0.0,45605823,1054,27,5.92e-05,0.002311108,0
0,0.0,0.0,0.0,45605823,3374,191,0.000478009,0.009709286,0
0,0.0,0.0,0.0,45605823,12423,321,0.001181867,0.036949229,0
0,0.0,0.0,0.0,45605823,47679,768,0.002865862,0.141495089,0
0,0.0,0.0,0.0,45605823,126772,2236,0.007768745,0.419468365,0
0,0.0,0.0,0.0,45605823,226433,5117,0.018988803,0.91596856,0
0,0.0,0.0,0.0,45605823,333266,8277,0.037137801,1.646721736,0
0,0.0,0.0,0.0,45605823,415923,14065,0.067978161,2.558717118,0
0,0.0,0.0,0.0,45605823,257609,7728,0.084923366,3.123577005,0
0,0.0,0.0,0.0,2968128,0,0,0.0,0.0,0
0,0.0,0.0,0.0,2968128,532,3,0.000101074,0.017923755,0
0,0.0,0.0,0.0,2968128,1534,29,0.001078121,0.069606163,0
0,0.0,0.0,0.0,2968128,7216,99,0.004413556,0.312722362,0
0,0.0,0.0,0.0,2968128,16260,312,0.014925232,0.860542402,0
0,0.0,0.0,0.0,2968128,13008,295,0.024864157,1.298798435,0
0,0.0,0.0,0.0,2968128,5231,141,0.029614626,1.475037465,0
0,0.0,0.0,0.0,2968128,6578,80,0.032309927,1.696658635,0
0,0.0,0.0,0.0,2968128,39454,382,0.045179992,3.025913977,0
0,0.0,0.0,0.0,2968128,45311,823,0.072907907,4.552499084,0
0,0.0,0.0,0.0,2968128,24285,659,0.095110453,5.37069156,0
0,0.0,0.0,0.0,2968128,7617,257,0.10376911,5.627317959,0
0,0.0,0.0,0.0,2968128,5032,112,0.107542532,5.796852427,0
0,0.0,0.0,0.0,2968128,2652,150,0.290115521,14.23402225,0
0,0.0,0.0,0.0,107195,55,0,0.0,0.051308363,0
0,0.0,0.0,0.0,107195,45,2,0.001865759,0.093287933,0
0,0.0,0.0,0.0,107195,1,1,0.002798638,0.094220813,0
0,0.0,0.0,0.0,107195,2,0,0.002798638,0.096086571,0
0,0.0,0.0,0.0,107195,18,0,0.002798638,0.112878399,0
0,0.0,0.0,0.0,107195,1885,7,0.009328793,1.87135594,0
0,0.0,0.0,0.0,107195,1957,17,0.025187742,3.697000793,0
0,0.0,0.0,0.0,107195,550,12,0.035449415,4.210084426,0
0,0.0,0.0,0.0,107195,332,7,0.04197957,4.519800364,0
0,0.0,0.0,0.0,107195,644,4,0.045711087,5.120574654,0
0,0.0,0.0,0.0,107195,1477,10,0.055039881,6.498437427,0
0,0.0,0.0,0.0,107195,925,14,0.068100191,7.361350809,0
0,0.0,0.0,0.0,25788217,9,0,0.0,3.49e-05,0
0,0.0,0.0,0.0,25788217,16,0,0.0,9.69e-05,0
0,0.0,0.0,0.0,25788217,4534,18,6.98e-05,0.017678617,0
0,0.0,0.0,0.0,25788217,2207,75,0.00036063,0.026236789,0
0,0.0,0.0,0.0,25788217,436,10,0.000399407,0.027927483,0
0,0.0,0.0,0.0,25788217,718,2,0.000403285,0.030711701,0
0,0.0,0.0,0.0,25788217,9360,97,0.000779426,0.067007347,0
0,0.0,0.0,0.0,25788217,8539,456,0.002547675,0.100119368,0
0,0.0,0.0,0.0,25788217,1277,231,0.003443433,0.105071242,0
0,0.0,0.0,0.0,25788217,499,19,0.00351711,0.107006235,0
0,0.0,0.0,0.0,25788217,317,1,0.003520988,0.108235478,0
0,0.0,0.0,0.0,25788217,513,1,0.003524866,0.110224759,0
0,0.0,0.0,0.0,25788217,393,0,0.003524866,0.111748711,0
0,0.0,0.0,0.0,9043072,9,0,0.0,9.95e-05,0
0,0.0,0.0,0.0,9043072,10171,128,0.001415448,0.112572365,0
0,0.0,0.0,0.0,9043072,5272,456,0.006457982,0.170871138,0
0,0.0,0.0,0.0,9043072,1279,84,0.00738687,0.185014561,0
0,0.0,0.0,0.0,9043072,1035,37,0.007796023,0.196459787,0
0,0.0,0.0,0.0,9043072,3364,14,0.00793978,0.233659535,0
0,0.0,0.0,0.0,9043072,6308,15,0.008105653,0.303414592,0
0,0.0,0.0,0.0,9043072,17375,66,0.008835493,0.495550627,0
0,0.0,0.0,0.0,9043072,60112,311,0.012263532,1.160280489,0
0,0.0,0.0,0.0,9043072,177531,2075,0.035209274,3.123451854,0
0,0.0,0.0,0.0,9043072,78359,3038,0.068804052,3.989960491,0
0,0.0,0.0,0.0,10223344,298,5,4.89e-05,0.002914898,0
0,0.0,0.0,0.0,10223344,1506,19,0.000234757,0.01764589,0
0,0.0,0.0,0.0,10223344,3690,39,0.000616237,0.053739755,0
0,0.0,0.0,0.0,10223344,12030,150,0.002083467,0.171411624,0
0,0.0,0.0,0.0,10223344,14354,235,0.004382128,0.311815782,0
0,0.0,0.0,0.0,10223344,4557,86,0.00522334,0.356390238,0
0,0.0,0.0,0.0,10223344,3794,57,0.005780887,0.393501383,0
0,0.0,0.0,0.0,10223344,15040,139,0.007140521,0.540615673,0
0,0.0,0.0,0.0,10223344,65907,662,0.013615897,1.185287319,0
0,0.0,0.0,0.0,10223344,97524,1249,0.025833035,2.139221765,0
0,0.0,0.0,0.0,396914,14,0,0.0,0.003527212,0
0,0.0,0.0,0.0,396914,67,11,0.002771381,0.020407443,0
0,0.0,0.0,0.0,396914,21,0,0.002771381,0.025698262,0
0,0.0,0.0,0.0,396914,2,0,0.002771381,0.02620215,0
0,0.0,0.0,0.0,396914,470,3,0.003527212,0.14461571,0
0,0.0,0.0,0.0,396914,1643,36,0.012597187,0.558559285,0
0,0.0,0.0,0.0,396914,1906,46,0.0241866,1.038764065,0
0,0.0,0.0,0.0,396914,2591,48,0.036279899,1.691550311,0
0,0.0,0.0,0.0,396914,827,19,0.041066831,1.899907789,0
0,0.0,0.0,0.0,396914,330,7,0.042830437,1.983049225,0
0,0.0,0.0,0.0,396914,303,6,0.044342099,2.05938818,0
0,0.0,0.0,0.0,396914,345,3,0.045097931,2.146308772,0
0,0.0,0.0,0.0,396914,123,17,0.198531672,8.379145104,0
0,0.0,0.0,0.0,1748295,41,0,0.0,0.002345142,0
0,0.0,0.0,0.0,1748295,526,4,0.000228794,0.032431598,0
0,0.0,0.0,0.0,1748295,2473,4,0.000457589,0.173883698,0
0,0.0,0.0,0.0,1748295,8358,11,0.001086773,0.651949471,0
0,0.0,0.0,0.0,1748295,15360,68,0.004976277,1.530519735,0
0,0.0,0.0,0.0,1748295,14224,60,0.008408192,2.344112407,0
0,0.0,0.0,0.0,1748295,10990,43,0.010867731,2.972724855,0
0,0.0,0.0,0.0,1748295,18892,61,0.014356845,4.053320521,0
0,0.0,0.0,0.0,1748295,10781,70,0.018360746,4.669978465,0
0,0.0,0.0,0.0,1748295,5311,20,0.019504717,4.973760149,0
0,0.0,0.0,0.0,1748295,38007,16,0.08408192,31.62452561,0
0,0.0,0.0,0.0,166303494,51,5,3.01e-06,3.07e-05,0
0,0.0,0.0,0.0,166303494,7616,163,0.00010102,0.004610246,0
0,0.0,0.0,0.0,166303494,39486,482,0.000390852,0.028353583,0
0,0.0,0.0,0.0,166303494,98330,1197,0.00111062,0.087480423,0
0,0.0,0.0,0.0,166303494,92178,1264,0.001870676,0.142908002,0
0,0.0,0.0,0.0,166303494,75335,1170,0.002574209,0.188207711,0
0,0.0,0.0,0.0,166303494,50483,970,0.00315748,0.218563658,0
0,0.0,0.0,0.0,166303494,44205,672,0.003561561,0.245144579,0
0,0.0,0.0,0.0,166303494,57248,721,0.003995105,0.27956839,0
0,0.0,0.0,0.0,166303494,48578,915,0.004545304,0.30877884,0
0,0.0,0.0,0.0,287708,34,0,0.0,0.011817537,0
0,0.0,0.0,0.0,287708,47,7,0.002433022,0.028153545,0
0,0.0,0.0,0.0,287708,11,0,0.002433022,0.031976865,0
0,0.0,0.0,0.0,287708,5,0,0.002433022,0.033714739,0
0,0.0,0.0,0.0,287708,13,0,0.002433022,0.038233209,0
0,0.0,0.0,0.0,287708,64,0,0.002433022,0.060477985,0
0,0.0,0.0,0.0,287708,16,0,0.002433022,0.066039179,0
0,0.0,0.0,0.0,287708,47,0,0.002433022,0.082375186,0
0,0.0,0.0,0.0,287708,39,0,0.002433022,0.095930596,0
0,0.0,0.0,0.0,287708,107,0,0.002433022,0.133121081,0
0,0.0,0.0,0.0,287708,1162,7,0.004866045,0.537002794,0
0,0.0,0.0,0.0,9442867,1,0,0.0,1.06e-05,0
0,0.0,0.0,0.0,9442867,151,1,1.06e-05,0.001609681,0
0,0.0,0.0,0.0,9442867,13875,88,0.00094251,0.148545987,0
0,0.0,0.0,0.0,9442867,28529,146,0.002488651,0.450668213,0
0,0.0,0.0,0.0,9442867,19562,157,0.004151282,0.657829873,0
0,0.0,0.0,0.0,9442867,5690,167,0.005919812,0.718086996,0
0,0.0,0.0,0.0,9442867,4035,122,0.007211793,0.760817663,0
0,0.0,0.0,0.0,9442867,6788,152,0.008821473,0.83270261,0
0,0.0,0.0,0.0,9442867,19851,147,0.010378204,1.042924781,0
0,0.0,0.0,0.0,9442867,38165,178,0.012263225,1.447092287,0
0,0.0,0.0,0.0,9442867,40509,319,0.072001438,10.16899846,0
0,0.0,0.0,0.0,11632334,1,0,0.0,8.6e-06,0
0,0.0,0.0,0.0,11632334,12774,705,0.006060693,0.109823188,0
0,0.0,0.0,0.0,11632334,35744,6889,0.065283545,0.417104598,0
0,0.0,0.0,0.0,11632334,9862,1873,0.081385215,0.50188552,0
0,0.0,0.0,0.0,11632334,3046,280,0.083792298,0.528071151,0
0,0.0,0.0,0.0,11632334,7324,94,0.084600391,0.591033579,0
0,0.0,0.0,0.0,11632334,16485,171,0.085932883,0.732750624,0
0,0.0,0.0,0.0,11632334,33216,121,0.086104818,1.018299509,0
0,0.0,0.0,0.0,11632334,310777,1609,0.099936952,3.689964542,0
0,0.0,0.0,0.0,11632334,148116,5020,0.143092521,4.963277361,0
0,0.0,0.0,0.0,404915,3,0,0.0,0.000740896,0
0,0.0,0.0,0.0,404915,15,2,0.000493931,0.004445377,0
0,0.0,0.0,0.0,404915,0,0,0.000493931,0.004445377,0
0,0.0,0.0,0.0,404915,6,0,0.000493931,0.00592717,0
0,0.0,0.0,0.0,404915,24,0,0.000493931,0.01185434,0
0,0.0,0.0,0.0,404915,959,11,0.00321055,0.24869417,0
0,0.0,0.0,0.0,404915,985,14,0.006668066,0.491955102,0
0,0.0,0.0,0.0,404915,1495,32,0.014570959,0.861168393,0
0,0.0,0.0,0.0,404915,2367,89,0.036550881,1.445735525,0
0,0.0,0.0,0.0,404915,4922,100,0.061247422,2.661299285,0
0,0.0,0.0,0.0,404915,1132,53,0.074336589,2.940864132,0
0,0.0,0.0,0.0,12451031,9,0,0.0,7.23e-05,0
0,0.0,0.0,0.0,12451031,55,1,8.03e-06,0.000514014,0
0,0.0,0.0,0.0,12451031,377,2,2.41e-05,0.002722666,0
0,0.0,0.0,0.0,12451031,967,18,0.000168661,0.009629725,0
0,0.0,0.0,0.0,12451031,606,15,0.000289133,0.014496791,0
0,0.0,0.0,0.0,12451031,340,4,0.000321259,0.017227489,0
0,0.0,0.0,0.0,12451031,212,1,0.00032929,0.018930159,0
0,0.0,0.0,0.0,12451031,286,0,0.00032929,0.021227158,0
0,0.0,0.0,0.0,12451031,372,2,0.000345353,0.024214862,0
0,0.0,0.0,0.0,12451031,236,1,0.000353384,0.026110288,0
0,0.0,0.0,0.0,12451031,642,8,0.000417636,0.031266487,0
0,0.0,0.0,0.0,12451031,1541,18,0.000562202,0.043642972,0
0,0.0,0.0,0.0,12451031,1666,20,0.000722832,0.05702339,0
0,0.0,0.0,0.0,12451031,721,9,0.000795115,0.062814075,0
0,0.0,0.0,0.0,12451031,385,0,0.001309129,0.216464002,0
0,0.0,0.0,0.0,62092,32,0,0.0,0.05153643,0
0,0.0,0.0,0.0,62092,82,6,0.009663081,0.183598531,0
0,0.0,0.0,0.0,62092,26,3,0.014494621,0.22547188,0
0,0.0,0.0,0.0,62092,6,0,0.014494621,0.235134961,0
0,0.0,0.0,0.0,62092,10,0,0.014494621,0.251240095,0
0,0.0,0.0,0.0,62092,16,0,0.014494621,0.27700831,0
0,0.0,0.0,0.0,62092,9,0,0.014494621,0.291502931,0
0,0.0,0.0,0.0,62092,18,0,0.014494621,0.320492173,0
0,0.0,0.0,0.0,62092,61,0,0.014494621,0.418733492,0
0,0.0,0.0,0.0,62092,344,1,0.016105134,0.972750113,0
0,0.0,0.0,0.0,779900,4,0,0.0,0.000512886,0
0,0.0,0.0,0.0,779900,3,0,0.0,0.000897551,0
0,0.0,0.0,0.0,779900,36,0,0.0,0.005513527,0
0,0.0,0.0,0.0,779900,34,0,0.0,0.009873061,0
0,0.0,0.0,0.0,779900,24,0,0.0,0.012950378,0
0,0.0,0.0,0.0,779900,124,0,0.0,0.028849853,0
0,0.0,0.0,0.0,779900,57,0,0.0,0.036158482,0
0,0.0,0.0,0.0,779900,67,0,0.0,0.044749327,0
0,0.0,0.0,0.0,779900,61,0,0.0,0.052570842,0
0,0.0,0.0,0.0,779900,260,0,0.0,0.08590845,0
0,0.0,0.0,0.0,779900,189,1,0.000128222,0.110142326,0
0,0.0,0.0,0.0,779900,8,0,0.000128222,0.111168098,0
0,0.0,0.0,0.0,779900,13174,4,0.001282216,3.317861264,0
0,0.0,0.0,0.0,11832936,107,6,5.07e-05,0.000904256,0
0,0.0,0.0,0.0,11832936,1060,56,0.000523961,0.009862303,0
0,0.0,0.0,0.0,11832936,8815,251,0.002645159,0.084357762,0
0,0.0,0.0,0.0,11832936,23237,810,0.00949046,0.28073337,0
0,0.0,0.0,0.0,11832936,43570,1854,0.025158591,0.648942917,0
0,0.0,0.0,0.0,11832936,39809,2050,0.042483117,0.985368297,0
0,0.0,0.0,0.0,11832936,18713,2938,0.067312119,1.143511636,0
0,0.0,0.0,0.0,11832936,6446,760,0.07373487,1.197986704,0
0,0.0,0.0,0.0,11832936,2951,232,0.075695499,1.22292557,0
0,0.0,0.0,0.0,11832936,15416,208,0.077453305,1.353206001,0
0,0.0,0.0,0.0,11832936,56711,1214,0.087712804,1.83246998,0
0,0.0,0.0,0.0,26445,5,0,0.0,0.018907166,0
0,0.0,0.0,0.0,26445,1,0,0.0,0.022688599,0
0,0.0,0.0,0.0,26445,1,0,0.0,0.026470032,0
0,0.0,0.0,0.0,26445,4,0,0.0,0.041595765,0
0,0.0,0.0,0.0,26445,4,0,0.0,0.056721497,0
0,0.0,0.0,0.0,26445,106,1,0.003781433,0.457553413,0
0,0.0,0.0,0.0,26445,32,2,0.011344299,0.578559274,0
0,0.0,0.0,0.0,26445,9,0,0.011344299,0.612592172,0
0,0.0,0.0,0.0,26445,34,0,0.011344299,0.7411609,0
0,0.0,0.0,0.0,26445,0,0,0.011344299,0.7411609,0
0,0.0,0.0,0.0,26445,0,0,0.011344299,0.7411609,0
0,0.0,0.0,0.0,26445,0,0,0.011344299,0.7411609,0
0,0.0,0.0,0.0,26445,339,2,0.075628663,9.207789752,0
0,0.0,0.0,0.0,26445,503,3,0.08319153,11.10985063,0
0,0.0,0.0,0.0,26445,468,1,0.086972963,12.87956135,0
0,0.0,0.0,0.0,26445,3595,5,0.105880129,26.47381358,0
0,0.0,0.0,0.0,26445,581,3,0.117224428,28.67082624,0
0,0.0,0.0,0.0,26445,893,0,0.117224428,32.04764606,0
0,0.0,0.0,0.0,3263459,420,13,0.00039835,0.01286978,0
0,0.0,0.0,0.0,3263459,1337,56,0.002114321,0.05383858,0
0,0.0,0.0,0.0,3263459,753,84,0.004688277,0.076912258,0
0,0.0,0.0,0.0,3263459,1943,33,0.005699474,0.136450312,0
0,0.0,0.0,0.0,3263459,7423,153,0.010387751,0.363908356,0
0,0.0,0.0,0.0,3263459,8088,270,0.018661181,0.611743552,0
0,0.0,0.0,0.0,3263459,7505,247,0.026229838,0.841714267,0
0,0.0,0.0,0.0,3263459,22621,378,0.03781264,1.5348745,0
0,0.0,0.0,0.0,3263459,37811,1447,0.082152097,2.693491783,0
0,0.0,0.0,0.0,3263459,23084,1380,0.124101452,3.400839416,0
0,0.0,0.0,0.0,3263459,10512,629,0.14337548,3.722951629,0
0,0.0,0.0,0.0,3263459,23735,1012,0.473699838,11.37449559,1
0,0.0,0.0,0.0,3263459,4020,249,0.481329779,11.49767777,1
0,0.0,0.0,0.0,2397240,4,1,4.17e-05,0.000166859,0
0,0.0,0.0,0.0,2397240,19,0,4.17e-05,0.000959437,0
0,0.0,0.0,0.0,2397240,12,0,4.17e-05,0.001460012,0
0,0.0,0.0,0.0,2397240,192,0,4.17e-05,0.009469223,0
0,0.0,0.0,0.0,2397240,577,1,8.34e-05,0.033538569,0
0,0.0,0.0,0.0,2397240,829,4,0.000250288,0.068120005,0
0,0.0,0.0,0.0,2397240,1539,10,0.000667434,0.132318833,0
0,0.0,0.0,0.0,2397240,3470,8,0.001001151,0.277068629,0
0,0.0,0.0,0.0,2397240,4100,10,0.001418298,0.448098647,0
0,0.0,0.0,0.0,2397240,4063,8,0.001752015,0.617585223,0
0,0.0,0.0,0.0,2397240,6488,92,0.005589762,0.888229798,0
0,0.0,0.0,0.0,2397240,7078,176,0.012931538,1.183486009,0
0,0.0,0.0,0.0,213993441,2,0,0.0,9.35e-07,0
0,0.0,0.0,0.0,213993441,5715,201,9.39e-05,0.002671577,0
0,0.0,0.0,0.0,213993441,81470,5805,0.002806628,0.040742838,0
0,0.0,0.0,0.0,213993441,428950,23361,0.013723318,0.241192906,0
0,0.0,0.0,0.0,213993441,916328,30425,0.027941043,0.660145934,0
0,0.0,0.0,0.0,213993441,1257782,32936,0.043332169,1.247912547,0
0,0.0,0.0,0.0,213993441,1244378,28890,0.056832583,1.829415417,0
0,0.0,0.0,0.0,213993441,902536,22460,0.067328232,2.251174138,0
0,0.0,0.0,0.0,213993441,720398,15894,0.074755562,2.587819035,0
0,0.0,0.0,0.0,213993441,804202,13296,0.080968837,2.96362588,0
0,0.0,0.0,0.0,213993441,1339067,21804,0.091157934,3.589377302,0
0,0.0,0.0,0.0,30423,3,0,0.0,0.00986096,0
0,0.0,0.0,0.0,30423,3,1,0.003286987,0.019721921,0
0,0.0,0.0,0.0,30423,2,0,0.003286987,0.026295895,0
0,0.0,0.0,0.0,30423,0,0,0.003286987,0.026295895,0
0,0.0,0.0,0.0,30423,0,0,0.003286987,0.026295895,0
0,0.0,0.0,0.0,30423,39,0,0.003286987,0.154488381,0
0,0.0,0.0,0.0,30423,24,0,0.003286987,0.233376064,0
0,0.0,0.0,0.0,30423,0,0,0.003286987,0.233376064,0
0,0.0,0.0,0.0,30423,0,0,0.003286987,0.233376064,0
0,0.0,0.0,0.0,30423,15,0,0.003286987,0.282680866,0
0,0.0,0.0,0.0,30423,28,0,0.003286987,0.374716497,0
0,0.0,0.0,0.0,30423,39,0,0.003286987,0.502908983,0
0,0.0,0.0,0.0,30423,0,0,0.003286987,0.502908983,0
0,0.0,0.0,0.0,30423,41,0,0.003286987,0.637675443,0
0,0.0,0.0,0.0,30423,56,0,0.203793183,20.18538606,0
