total_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,population,new_cases,new_deaths,%deaths,%cases,clusters
0,0.0,0.0,0.0,2828246,0,0,0.0,0.0,0
0,0.0,0.0,0.0,2828246,0,0,0.0,0.0,0
0,0.0,0.0,0.0,2828246,0,0,0.0,0.0,0
0,0.0,0.0,0.0,2828246,0,0,0.0,0.0,0
0,0.0,0.0,0.0,2930524,1,0,0.0,3.41e-05,0
0,0.0,0.0,0.0,2930524,780,2,6.82e-05,0.026650524,0
0,0.0,0.0,0.0,2930524,12628,8,0.000341236,0.457563221,0
0,0.0,0.0,0.0,2930524,43501,28,0.001296696,1.941973517,0
0,0.0,0.0,0.0,2930524,39178,75,0.003855966,3.278867534,0
0,0.0,0.0,0.0,2930524,14607,61,0.005937505,3.777310815,0
0,0.0,0.0,0.0,2930524,8083,23,0.006722347,4.053131795,0
0,0.0,0.0,0.0,2930524,6982,17,0.007302448,4.291382702,0
0,0.0,0.0,0.0,2930524,6796,18,0.007916673,4.52328662,0
0,0.0,0.0,0.0,2930524,6277,5,0.008087291,4.737480396,0
0,0.0,0.0,0.0,19127772,3,0,0.0,1.57e-05,0
0,0.0,0.0,0.0,19127772,2242,82,0.000428696,0.011736861,0
0,0.0,0.0,0.0,19127772,9995,635,0.003748476,0.063990725,0
0,0.0,0.0,0.0,19127772,7017,549,0.006618649,0.100675604,0
0,0.0,0.0,0.0,19127772,7713,385,0.008631429,0.140999171,0
0,0.0,0.0,0.0,19127772,23916,692,0.012249205,0.266032029,0
0,0.0,0.0,0.0,19127772,36654,1278,0.01893059,0.457659157,0
0,0.0,0.0,0.0,19127772,40032,1204,0.025225102,0.666946469,0
0,0.0,0.0,0.0,19127772,113767,2143,0.036428707,1.261720393,0
0,0.0,0.0,0.0,19127772,234023,4363,0.059238473,2.485192734,0
0,0.0,0.0,0.0,145912022,2,0,0.0,1.37e-06,0
0,0.0,0.0,0.0,145912022,0,0,0.0,1.37e-06,0
0,0.0,0.0,0.0,145912022,2335,17,1.17e-05,0.00160165,0
0,0.0,0.0,0.0,145912022,104161,1056,0.000735375,0.072987817,0
0,0.0,0.0,0.0,145912022,299345,3620,0.003216322,0.278142263,0
0,0.0,0.0,0.0,145912022,241086,4613,0.006377816,0.443369224,0
0,0.0,0.0,0.0,145912022,191532,4633,0.009553017,0.574634625,0
0,0.0,0.0,0.0,145912022,153941,3189,0.01173858,0.680137241,0
0,0.0,0.0,0.0,145912022,178397,3502,0.014138657,0.802400641,0
0,0.0,0.0,0.0,145912022,435468,7157,0.019043667,1.100846235,0
0,0.0,0.0,0.0,145912022,669669,11704,0.027064939,1.559800192,0
0,0.0,0.0,0.0,13276517,75,0,0.0,0.000564907,0
0,0.0,0.0,0.0,13276517,168,0,0.0,0.001830299,0
0,0.0,0.0,0.0,13276517,127,1,7.53e-06,0.002786876,0
0,0.0,0.0,0.0,13276517,655,1,1.51e-05,0.007720398,0
0,0.0,0.0,0.0,13276517,997,3,3.77e-05,0.015229898,0
0,0.0,0.0,0.0,13276517,2041,11,0.000120514,0.030602906,0
0,0.0,0.0,0.0,13276517,777,13,0.000218431,0.036455344,0
0,0.0,0.0,0.0,13276517,297,6,0.000263623,0.038692377,0
0,0.0,0.0,0.0,13276517,797,14,0.000369073,0.044695457,0
0,0.0,0.0,0.0,13276517,2449,43,0.000692953,0.06314156,0
0,0.0,0.0,0.0,13276517,6921,104,0.001476291,0.115271197,0
0,0.0,0.0,0.0,6095,2,0,0.0,0.032813782,0
0,0.0,0.0,0.0,6095,0,0,0.0,0.032813782,0
0,0.0,0.0,0.0,6095,1,0,0.0,0.049220673,0
0,0.0,0.0,0.0,6095,1,0,0.0,0.065627564,0
0,0.0,0.0,0.0,6095,0,0,0.0,0.065627564,0
0,0.0,0.0,0.0,6095,0,0,0.0,0.065627564,0
0,0.0,0.0,0.0,6095,0,0,0.0,0.065627564,0
0,0.0,0.0,0.0,6095,0,0,0.0,0.065627564,0
0,0.0,0.0,0.0,6095,0,0,0.0,0.065627564,0
0,0.0,0.0,0.0,6095,0,0,0.0,0.065627564,0
0,0.0,0.0,0.0,6095,0,0,0.0,0.065627564,0
0,0.0,0.0,0.0,6095,0,0,0.0,0.065627564,0
0,0.0,0.0,0.0,6095,0,0,0.0,0.065627564,0
0,0.0,0.0,0.0,6095,0,0,0.0,0.065627564,0
0,0.0,0.0,0.0,6095,0,0,0.0,0.065627564,0
0,0.0,0.0,0.0,53546,8,0,0.0,0.014940425,0
0,0.0,0.0,0.0,53546,7,0,0.0,0.028013297,0
0,0.0,0.0,0.0,53546,0,0,0.0,0.028013297,0
0,0.0,0.0,0.0,53546,0,0,0.0,0.028013297,0
0,0.0,0.0,0.0,53546,2,0,0.0,0.031748403,0
0,0.0,0.0,0.0,53546,0,0,0.0,0.031748403,0
0,0.0,0.0,0.0,53546,2,0,0.0,0.03548351,0
0,0.0,0.0,0.0,53546,0,0,0.0,0.03548351,0
0,0.0,0.0,0.0,53546,3,0,0.0,0.041086169,0
0,0.0,0.0,0.0,53546,10,0,0.0,0.0597617,0
0,0.0,0.0,0.0,53546,5,0,0.0,0.069099466,0
0,0.0,0.0,0.0,53546,19,0,0.078437232,10.36305233,0
0,0.0,0.0,0.0,184401,13,0,0.0,0.007049853,0
0,0.0,0.0,0.0,184401,4,0,0.0,0.009219039,0
0,0.0,0.0,0.0,184401,1,0,0.0,0.009761335,0
0,0.0,0.0,0.0,184401,1,0,0.0,0.010303632,0
0,0.0,0.0,0.0,184401,6,0,0.0,0.01355741,0
0,0.0,0.0,0.0,184401,1,0,0.0,0.014099707,0
0,0.0,0.0,0.0,184401,1,0,0.0,0.014642003,0
0,0.0,0.0,0.0,184401,51,0,0.0,0.04229912,0
0,0.0,0.0,0.0,184401,181,2,0.001084593,0.14045477,0
0,0.0,0.0,0.0,184401,94,3,0.002711482,0.191430632,0
0,0.0,0.0,0.0,184401,842,8,0.007049853,0.648044208,0
0,0.0,0.0,0.0,5771,1,0,0.0,0.017328019,0
0,0.0,0.0,0.0,5771,0,0,0.0,0.017328019,0
0,0.0,0.0,0.0,5771,0,0,0.0,0.017328019,0
0,0.0,0.0,0.0,5771,3,0,0.0,0.069312078,0
0,0.0,0.0,0.0,5771,1,0,0.0,0.086640097,0
0,0.0,0.0,0.0,5771,11,0,0.0,0.277248311,0
0,0.0,0.0,0.0,5771,0,0,0.0,0.277248311,0
0,0.0,0.0,0.0,5771,0,0,0.0,0.277248311,0
0,0.0,0.0,0.0,5771,2,0,0.0,0.277248311,0
0,0.0,0.0,0.0,5771,8,0,0.0,0.415872466,0
0,0.0,0.0,0.0,5771,0,0,0.0,0.415872466,0
0,0.0,0.0,0.0,5771,0,0,0.0,0.415872466,0
0,0.0,0.0,0.0,5771,1,0,0.0,0.433200485,0
0,0.0,0.0,0.0,5771,0,0,0.0,0.433200485,0
0,0.0,0.0,0.0,5771,1,0,0.0,0.450528505,0
0,0.0,0.0,0.0,5771,2,0,0.0,0.485184543,0
0,0.0,0.0,0.0,5771,2,0,0.0,0.519840582,0
0,0.0,0.0,0.0,5771,1,0,0.0,0.537168602,0
0,0.0,0.0,0.0,5771,1,0,0.0,0.554496621,0
0,0.0,0.0,0.0,5771,38,0,0.0,1.212961359,0
0,0.0,0.0,0.0,5771,30,0,0.0,1.732801941,0
0,0.0,0.0,0.0,5771,791,0,0.0,15.43926529,0
0,0.0,0.0,0.0,5771,179,1,0.017328019,18.54098077,0
0,0.0,0.0,0.0,5771,860,0,0.017328019,33.44307746,0
0,0.0,0.0,0.0,111269,1,0,0.0,0.000898723,0
0,0.0,0.0,0.0,111269,15,0,0.0,0.014379567,0
0,0.0,0.0,0.0,111269,10,0,0.0,0.023366796,0
0,0.0,0.0,0.0,111269,3,0,0.0,0.026062965,0
0,0.0,0.0,0.0,111269,25,0,0.0,0.048531037,0
0,0.0,0.0,0.0,111269,6,0,0.0,0.053923375,0
0,0.0,0.0,0.0,111269,4,0,0.0,0.057518267,0
0,0.0,0.0,0.0,111269,10,0,0.0,0.066505496,0
0,0.0,0.0,0.0,111269,11,0,0.0,0.076391448,0
0,0.0,0.0,0.0,111269,36,0,0.0,0.108745473,0
0,0.0,0.0,0.0,111269,780,2,0.001797446,0.809749346,0
0,0.0,0.0,0.0,111269,655,6,0.007189783,1.398412855,0
0,0.0,0.0,0.0,200144,2,0,0.0,0.000999281,0
0,0.0,0.0,0.0,200144,0,0,0.0,0.000999281,0
0,0.0,0.0,0.0,200144,0,0,0.0,0.000999281,0
0,0.0,0.0,0.0,200144,1,0,0.0,0.001498921,0
0,0.0,0.0,0.0,200144,0,0,0.0,0.001498921,0
0,0.0,0.0,0.0,200144,0,0,0.0,0.001498921,0
0,0.0,0.0,0.0,200144,1508,0,0.0,0.769945639,0
0,0.0,0.0,0.0,34010,1,1,0.002940312,0.002940312,0
0,0.0,0.0,0.0,34010,235,25,0.076448103,0.693913555,0
0,0.0,0.0,0.0,34010,327,15,0.120552779,1.655395472,0
0,0.0,0.0,0.0,34010,124,1,0.12349309,2.019994119,0
0,0.0,0.0,0.0,34010,26,0,0.12349309,2.096442223,0
0,0.0,0.0,0.0,34010,3,0,0.12349309,2.105263158,0
0,0.0,0.0,0.0,34010,19,0,0.12349309,2.16112908,0
0,0.0,0.0,0.0,34010,14,0,0.12349309,2.202293443,0
0,0.0,0.0,0.0,34010,209,0,0.12349309,2.816818583,0
0,0.0,0.0,0.0,34010,651,3,0.132314025,4.730961482,0
0,0.0,0.0,0.0,34010,724,14,0.173478389,6.859747133,0
0,0.0,0.0,0.0,34010,692,8,0.197000882,8.894442811,0
0,0.0,0.0,0.0,34010,903,1,0.332255219,44.90443987,1
0,0.0,0.0,0.0,223364,14,0,0.0,0.006267796,0
0,0.0,0.0,0.0,223364,469,12,0.005372397,0.216238964,0
0,0.0,0.0,0.0,223364,231,1,0.005820096,0.319657599,0
0,0.0,0.0,0.0,223364,157,2,0.006715496,0.389946455,0
0,0.0,0.0,0.0,223364,25,0,0.006715496,0.401138948,0
0,0.0,0.0,0.0,223364,15,0,0.006715496,0.407854444,0
0,0.0,0.0,0.0,223364,34,1,0.007163196,0.423076234,0
0,0.0,0.0,0.0,223364,46,1,0.007610895,0.443670421,0
0,0.0,0.0,0.0,223364,23,0,0.007610895,0.453967515,0
0,0.0,0.0,0.0,223364,243,0,0.007610895,0.562758547,0
0,0.0,0.0,0.0,223364,529,12,0.012983292,0.799591698,0
0,0.0,0.0,0.0,35340680,1563,10,2.83e-05,0.004422665,0
0,0.0,0.0,0.0,35340680,21190,152,0.000458395,0.064381896,0
0,0.0,0.0,0.0,35340680,62508,341,0.001423289,0.241254554,0
0,0.0,0.0,0.0,35340680,105562,1146,0.004666011,0.539952825,0
0,0.0,0.0,0.0,35340680,85082,1217,0.008109635,0.780700881,0
0,0.0,0.0,0.0,35340680,39867,1031,0.011026953,0.893508557,0
0,0.0,0.0,0.0,35340680,18833,871,0.013491534,0.94679842,0
0,0.0,0.0,0.0,35340680,12677,634,0.015285501,0.982669264,0
0,0.0,0.0,0.0,35340680,10078,494,0.016683324,1.011185976,0
0,0.0,0.0,0.0,35340680,5381,327,0.017608603,1.026412055,0
0,0.0,0.0,0.0,35340680,5562,44,0.025585246,2.123866887,0
0,0.0,0.0,0.0,17196308,0,0,0.0,0.0,0
0,0.0,0.0,0.0,17196308,175,0,0.0,0.00101766,0
0,0.0,0.0,0.0,17196308,758,9,5.23e-05,0.005425583,0
0,0.0,0.0,0.0,17196308,2712,33,0.000244238,0.02119641,0
0,0.0,0.0,0.0,17196308,3148,70,0.000651303,0.039502665,0
0,0.0,0.0,0.0,17196308,3439,93,0.001192116,0.059501144,0
0,0.0,0.0,0.0,17196308,3379,79,0.001651517,0.079150711,0
0,0.0,0.0,0.0,17196308,1371,27,0.001808528,0.087123352,0
0,0.0,0.0,0.0,17196308,634,13,0.001884125,0.09081019,0
0,0.0,0.0,0.0,17196308,473,9,0.001936462,0.093560781,0
0,0.0,0.0,0.0,17196308,3051,77,0.002384233,0.111302961,0
0,0.0,0.0,0.0,17196308,7383,218,0.003651947,0.154236595,0
0,0.0,0.0,0.0,6871547,0,0,0.0,0.0,0
0,0.0,0.0,0.0,6871547,900,19,0.000232844,0.013097487,0
0,0.0,0.0,0.0,6871547,8109,163,0.002604945,0.131105849,0
0,0.0,0.0,0.0,6871547,2403,64,0.003536322,0.16607614,0
0,0.0,0.0,0.0,6871547,3152,34,0.004031116,0.211946451,0
0,0.0,0.0,0.0,6871547,10988,296,0.008338734,0.371852219,0
0,0.0,0.0,0.0,6871547,5854,140,0.010376121,0.457044098,0
0,0.0,0.0,0.0,6871547,2145,36,0.01090002,0.488259776,0
0,0.0,0.0,0.0,6871547,13403,71,0.011933266,0.683310469,0
0,0.0,0.0,0.0,6871547,128484,784,0.023342633,2.553107765,0
0,0.0,0.0,0.0,6871547,162485,1607,0.046728924,4.91771358,0
0,0.0,0.0,0.0,98910,11,0,0.0,0.010110201,0
0,0.0,0.0,0.0,98910,3,0,0.0,0.011121221,0
0,0.0,0.0,0.0,98910,0,0,0.0,0.011121221,0
0,0.0,0.0,0.0,98910,70,0,0.0,0.08189263,0
0,0.0,0.0,0.0,98910,34,0,0.0,0.115256294,0
0,0.0,0.0,0.0,98910,17,0,0.0,0.132443636,0
0,0.0,0.0,0.0,98910,10,0,0.0,0.142553837,0
0,0.0,0.0,0.0,98910,11,0,0.0,0.153675058,0
0,0.0,0.0,0.0,98910,20,0,0.0,0.173895461,0
0,0.0,0.0,0.0,98910,54,0,0.0,0.228490547,0
0,0.0,0.0,0.0,8141343,1,0,0.0,1.23e-05,0
0,0.0,0.0,0.0,8141343,123,7,8.6e-05,0.00152309,0
0,0.0,0.0,0.0,8141343,737,39,0.000565017,0.010575651,0
0,0.0,0.0,0.0,8141343,601,14,0.000736979,0.017957725,0
0,0.0,0.0,0.0,8141343,361,7,0.00082296,0.022391883,0
0,0.0,0.0,0.0,8141343,199,3,0.000859809,0.024836197,0
0,0.0,0.0,0.0,8141343,209,2,0.000884375,0.027403341,0
0,0.0,0.0,0.0,8141343,135,2,0.000908941,0.029061544,0
0,0.0,0.0,0.0,8141343,46,0,0.000908941,0.029626562,0
0,0.0,0.0,0.0,8141343,199,2,0.000933507,0.032070876,0
0,0.0,0.0,0.0,8141343,982,3,0.000970356,0.044132768,0
0,0.0,0.0,0.0,8141343,294,0,0.000970356,0.047743966,0
0,0.0,0.0,0.0,5453600,13,0,0.0,0.000238375,0
0,0.0,0.0,0.0,5453600,89,0,0.0,0.001870324,0
0,0.0,0.0,0.0,5453600,824,3,5.5e-05,0.01697961,0
0,0.0,0.0,0.0,5453600,15243,12,0.000275048,0.296483057,0
0,0.0,0.0,0.0,5453600,18715,8,0.00042174,0.639650873,0
0,0.0,0.0,0.0,5453600,9023,3,0.000476749,0.805101218,0
0,0.0,0.0,0.0,5453600,8298,1,0.000495086,0.957257591,0
0,0.0,0.0,0.0,5453600,4607,0,0.000495086,1.041733901,0
0,0.0,0.0,0.0,5453600,953,0,0.000495086,1.059208596,0
0,0.0,0.0,0.0,5453600,250,1,0.000513422,1.063792724,0
0,0.0,0.0,0.0,5453600,203,1,0.000531759,1.067515036,0
0,0.0,0.0,0.0,43421,0,0,0.0,0.0,0
0,0.0,0.0,0.0,5449270,363,0,0.0,0.006661443,0
0,0.0,0.0,0.0,5449270,1033,23,0.000422075,0.02561811,0
0,0.0,0.0,0.0,5449270,125,5,0.00051383,0.027911996,0
0,0.0,0.0,0.0,5449270,146,0,0.00051383,0.030591254,0
0,0.0,0.0,0.0,5449270,625,1,0.000532181,0.04206068,0
0,0.0,0.0,0.0,5449270,1625,4,0.000605586,0.071881188,0
0,0.0,0.0,0.0,5449270,6224,15,0.000880852,0.186098321,0
0,0.0,0.0,0.0,5449270,49682,171,0.004018887,1.097816772,0
0,0.0,0.0,0.0,5449270,61524,620,0.015396558,2.226848734,0
0,0.0,0.0,0.0,5449270,153256,1299,0.039234613,5.03926214,0
0,0.0,0.0,0.0,2078723,0,0,0.0,0.0,0
0,0.0,0.0,0.0,2078723,802,15,0.000721597,0.038581379,0
0,0.0,0.0,0.0,2078723,627,76,0.004377688,0.068744128,0
0,0.0,0.0,0.0,2078723,44,17,0.005195497,0.070860812,0
0,0.0,0.0,0.0,2078723,127,3,0.005339817,0.076970332,0
0,0.0,0.0,0.0,2078723,556,8,0.005724668,0.103717523,0
0,0.0,0.0,0.0,2078723,727,14,0.006398159,0.138690917,0
0,0.0,0.0,0.0,2078723,2807,17,0.007215969,0.273725744,0
0,0.0,0.0,0.0,2078723,28617,188,0.016259983,1.650388243,0
0,0.0,0.0,0.0,2078723,41507,1097,0.069032767,3.647142982,0
0,0.0,0.0,0.0,703995,8,0,0.0,0.001136372,0
0,0.0,0.0,0.0,703995,9,0,0.0,0.00241479,0
0,0.0,0.0,0.0,703995,0,0,0.0,0.00241479,0
0,0.0,0.0,0.0,703995,0,0,0.0,0.00241479,0
0,0.0,0.0,0.0,703995,1,0,0.0,0.002556836,0
0,0.0,0.0,0.0,16359500,5,0,0.0,3.06e-05,0
0,0.0,0.0,0.0,16359500,596,28,0.000171154,0.003673706,0
0,0.0,0.0,0.0,16359500,1375,50,0.000476787,0.012078609,0
0,0.0,0.0,0.0,16359500,948,12,0.000550139,0.017873407,0
0,0.0,0.0,0.0,16359500,288,3,0.000568477,0.019633852,0
0,0.0,0.0,0.0,16359500,98,5,0.00059904,0.020232892,0
0,0.0,0.0,0.0,16359500,278,2,0.000605153,0.021932211,0
0,0.0,0.0,0.0,16359500,353,5,0.000635716,0.024089978,0
0,0.0,0.0,0.0,16359500,510,9,0.00069073,0.027207433,0
0,0.0,0.0,0.0,16359500,263,17,0.000794645,0.028815062,0
0,0.0,0.0,0.0,16359500,70,0,0.000794645,0.029242948,0
0,0.0,0.0,0.0,16359500,2473,109,0.001460925,0.044359546,0
0,0.0,0.0,0.0,16359500,4141,290,0.003233595,0.069672056,0
0,0.0,0.0,0.0,16359500,97,13,0.008319325,0.161435252,0
0,0.0,0.0,0.0,60041996,0,0,0.0,0.0,0
0,0.0,0.0,0.0,60041996,1353,5,8.33e-06,0.002253423,0
0,0.0,0.0,0.0,60041996,4294,98,0.000171547,0.009405084,0
0,0.0,0.0,0.0,60041996,27036,580,0.001137537,0.054433567,0
0,0.0,0.0,0.0,60041996,118526,1974,0.004425236,0.25183873,0
0,0.0,0.0,0.0,60041996,341974,5348,0.013332335,0.821396744,0
0,0.0,0.0,0.0,60041996,133858,6144,0.023565173,1.044337367,0
0,0.0,0.0,0.0,60041996,47298,2585,0.027870493,1.12311223,0
0,0.0,0.0,0.0,60041996,51113,2542,0.032104196,1.208240979,0
0,0.0,0.0,0.0,60041996,64552,2259,0.035866562,1.315752394,0
0,0.0,0.0,0.0,60041996,267157,6934,0.047415146,1.760702626,0
0,0.0,0.0,0.0,60041996,396600,15695,0.073555183,2.421240293,0
0,0.0,0.0,0.0,51305184,10,0,0.0,2.14e-05,0
0,0.0,0.0,0.0,51305184,3139,16,3.12e-05,0.00613973,0
0,0.0,0.0,0.0,51305184,6636,146,0.000315758,0.019074096,0
0,0.0,0.0,0.0,51305184,988,86,0.000483382,0.020999827,0
0,0.0,0.0,0.0,51305184,729,23,0.000528212,0.022420736,0
0,0.0,0.0,0.0,51305184,1347,11,0.000549652,0.025046202,0
0,0.0,0.0,0.0,51305184,1486,19,0.000586685,0.027942595,0
0,0.0,0.0,0.0,51305184,5846,23,0.000631515,0.039337155,0
0,0.0,0.0,0.0,51305184,3707,91,0.000808885,0.046562546,0
0,0.0,0.0,0.0,51305184,2746,51,0.00090829,0.051914832,0
0,0.0,0.0,0.0,51305184,8017,60,0.001025238,0.067540933,0
0,0.0,0.0,0.0,51305184,27117,391,0.001787344,0.120395241,0
0,0.0,0.0,0.0,51305184,16739,508,0.002777497,0.153021574,0
0,0.0,0.0,0.0,11381377,35,0,0.0,0.00030752,0
0,0.0,0.0,0.0,11381377,959,10,8.79e-05,0.008733565,0
0,0.0,0.0,0.0,11381377,1013,28,0.000333879,0.01763407,0
0,0.0,0.0,0.0,11381377,315,8,0.000404169,0.020401749,0
0,0.0,0.0,0.0,11381377,205,1,0.000412955,0.022202937,0
0,0.0,0.0,0.0,11381377,177,2,0.000430528,0.023758109,0
0,0.0,0.0,0.0,11381377,201,9,0.000509604,0.025524152,0
0,0.0,0.0,0.0,11381377,204,3,0.000535963,0.027316554,0
0,0.0,0.0,0.0,11381377,449,2,0.000553536,0.031261595,0
0,0.0,0.0,0.0,11381377,371,1,0.000562322,0.034521306,0
0,0.0,0.0,0.0,11381377,3997,29,0.000817124,0.06964008,0
0,0.0,0.0,0.0,11381377,2239,16,0.000957705,0.089312567,0
0,0.0,0.0,0.0,11381377,264,1,0.001212507,0.151449161,0
0,0.0,0.0,0.0,46745211,45,0,0.0,9.63e-05,0
0,0.0,0.0,0.0,46745211,95878,8464,0.018106668,0.205203908,0
0,0.0,0.0,0.0,46745211,127546,16079,0.052503774,0.456592227,0
0,0.0,0.0,0.0,46745211,26416,4502,0.061507905,0.512307025,0
0,0.0,0.0,0.0,46745211,9792,49,0.06065862,0.533254626,0
0,0.0,0.0,0.0,46745211,39251,90,0.060851153,0.617222586,0
0,0.0,0.0,0.0,46745211,174336,651,0.062239531,0.99017202,0
0,0.0,0.0,0.0,46745211,306330,2697,0.068009106,1.645490487,0
0,0.0,0.0,0.0,46745211,416490,4087,0.076752247,2.536469458,0
0,0.0,0.0,0.0,46745211,462509,9191,0.096414155,3.525894877,0
0,0.0,0.0,0.0,46745211,280078,5768,0.108753387,4.12505358,0
0,0.0,0.0,0.0,21497306,1,0,0.0,4.65e-06,0
0,0.0,0.0,0.0,21497306,0,0,0.0,4.65e-06,0
0,0.0,0.0,0.0,21497306,142,2,9.3e-06,0.0006652,0
0,0.0,0.0,0.0,21497306,520,5,3.26e-05,0.003084107,0
0,0.0,0.0,0.0,21497306,970,3,4.65e-05,0.007596301,0
0,0.0,0.0,0.0,21497306,414,1,5.12e-05,0.009522123,0
0,0.0,0.0,0.0,21497306,768,0,5.12e-05,0.013094664,0
0,0.0,0.0,0.0,21497306,234,1,5.58e-05,0.014183173,0
0,0.0,0.0,0.0,21497306,331,1,6.05e-05,0.0157229,0
0,0.0,0.0,0.0,21497306,7283,7,9.3e-05,0.049601564,0
0,0.0,0.0,0.0,21497306,13324,98,0.000548906,0.111581423,0
0,0.0,0.0,0.0,21497306,19312,86,0.000948956,0.201415936,0
0,0.0,0.0,0.0,44909351,7,2,4.45e-06,1.56e-05,0
0,0.0,0.0,0.0,44909351,368,29,6.9e-05,0.000835015,0
0,0.0,0.0,0.0,44909351,4425,255,0.000636838,0.010688197,0
0,0.0,0.0,0.0,44909351,4572,286,0.001273677,0.020868705,0
0,0.0,0.0,0.0,44909351,2207,174,0.001661124,0.025783049,0
0,0.0,0.0,0.0,44909351,1610,77,0.00183258,0.029368049,0
0,0.0,0.0,0.0,44909351,457,13,0.001861528,0.030385654,0
0,0.0,0.0,0.0,44909351,158,1,0.001863754,0.030737474,0
0,0.0,0.0,0.0,44909351,4241,412,0.002781158,0.040180941,0
0,0.0,0.0,0.0,44909351,7455,219,0.003268807,0.056781048,0
0,0.0,0.0,0.0,44909351,3880,339,0.004023661,0.065420674,0
0,0.0,0.0,0.0,44909351,967,73,0.004186211,0.0675739,0
0,0.0,0.0,0.0,44909351,471,997,0.010922002,0.137897784,0
0,0.0,0.0,0.0,591798,9,0,0.0,0.001520789,0
0,0.0,0.0,0.0,591798,1,1,0.000168977,0.001689766,0
0,0.0,0.0,0.0,591798,13,0,0.000168977,0.003886461,0
0,0.0,0.0,0.0,591798,492,12,0.002196695,0.087022937,0
0,0.0,0.0,0.0,591798,1135,13,0.004393391,0.278811351,0
0,0.0,0.0,0.0,591798,2384,45,0.011997337,0.681651509,0
0,0.0,0.0,0.0,591798,843,33,0.017573564,0.824098763,0
0,0.0,0.0,0.0,591798,326,7,0.0187564,0.879185127,0
0,0.0,0.0,0.0,591798,109,6,0.019770259,0.897603574,0
0,0.0,0.0,0.0,591798,898,5,0.020615142,1.04934454,0
0,0.0,0.0,0.0,591798,2228,32,0.026022393,1.425824352,0
0,0.0,0.0,0.0,10160159,14,0,0.0,0.000137793,0
0,0.0,0.0,0.0,10160159,4820,385,0.003789311,0.047577996,0
0,0.0,0.0,0.0,10160159,16767,2433,0.025452358,0.212604941,0
0,0.0,0.0,0.0,10160159,17060,1809,0.043257197,0.380515699,0
0,0.0,0.0,0.0,10160159,29263,938,0.052489336,0.668532845,0
0,0.0,0.0,0.0,10160159,9152,410,0.056524706,0.758610175,0
0,0.0,0.0,0.0,10160159,7303,81,0.05729241,0.830488972,0
0,0.0,0.0,0.0,10160159,8484,80,0.058001061,0.913991602,0
0,0.0,0.0,0.0,10160159,31492,54,0.058443967,1.223947381,0
0,0.0,0.0,0.0,10160159,118774,743,0.065756845,2.39296452,0
0,0.0,0.0,0.0,10160159,194250,2046,0.085894325,4.304844048,0
0,0.0,0.0,0.0,8715494,18,0,0.0,0.000206529,0
0,0.0,0.0,0.0,8715494,16587,485,0.005564802,0.190522763,0
0,0.0,0.0,0.0,8715494,12981,1180,0.019103909,0.339464407,0
0,0.0,0.0,0.0,8715494,1276,131,0.020606979,0.354105,0
0,0.0,0.0,0.0,8715494,852,13,0.020756138,0.363880693,0
0,0.0,0.0,0.0,8715494,3518,18,0.020962667,0.404245588,0
0,0.0,0.0,0.0,8715494,6945,21,0.021203617,0.483931261,0
0,0.0,0.0,0.0,8715494,11105,60,0.021892047,0.61134802,0
0,0.0,0.0,0.0,8715494,100969,470,0.027284741,1.769848043,0
0,0.0,0.0,0.0,8715494,172821,2675,0.057977207,3.752764904,0
0,0.0,0.0,0.0,18275704,10,2,1.09e-05,5.47e-05,0
0,0.0,0.0,0.0,18275704,33,1,1.64e-05,0.000235285,0
0,0.0,0.0,0.0,18275704,79,2,2.74e-05,0.000667553,0
0,0.0,0.0,0.0,18275704,157,4,4.92e-05,0.001526617,0
0,0.0,0.0,0.0,18275704,478,34,0.000235285,0.004142111,0
0,0.0,0.0,0.0,18275704,2008,69,0.000612835,0.015129376,0
0,0.0,0.0,0.0,18275704,1435,88,0.001094349,0.022981331,0
0,0.0,0.0,0.0,18275704,1528,88,0.001575863,0.031342158,0
0,0.0,0.0,0.0,18275704,2159,129,0.002281718,0.043155656,0
0,0.0,0.0,0.0,18275704,3547,294,0.003890411,0.062563937,0
0,0.0,0.0,0.0,18275704,2614,210,0.005039478,0.07686708,0
0,0.0,0.0,0.0,18275704,1540,106,0.005619483,0.085293568,0
0,0.0,0.0,0.0,23855008,9,0,0.0,4.19e-05,0
0,0.0,0.0,0.0,23855008,29,1,4.19e-06,0.000163488,0
0,0.0,0.0,0.0,23855008,283,4,2.1e-05,0.001349821,0
0,0.0,0.0,0.0,23855008,107,1,2.52e-05,0.001798365,0
0,0.0,0.0,0.0,23855008,13,1,2.93e-05,0.00185286,0
0,0.0,0.0,0.0,23855008,5,0,2.93e-05,0.00187382,0
0,0.0,0.0,0.0,23855008,20,0,2.93e-05,0.00195766,0
0,0.0,0.0,0.0,23855008,24,0,2.93e-05,0.002045692,0
0,0.0,0.0,0.0,23855008,26,0,2.93e-05,0.002154684,0
0,0.0,0.0,0.0,23855008,41,0,2.93e-05,0.002326555,0
0,0.0,0.0,0.0,23855008,120,0,2.93e-05,0.002829595,0
0,0.0,0.0,0.0,23855008,124,0,2.93e-05,0.003349402,0
0,0.0,0.0,0.0,23855008,112,1,3.35e-05,0.003818905,0
0,0.0,0.0,0.0,23855008,44,1,3.77e-05,0.004003352,0
